,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,3.57,0.19,-0.59,0.74,3.57,1553727600,0,10.003,221.0,1.0
1,3.57,0.19,-0.59,0.74,3.57,1553731200,0,10.003,,
2,2.31,0.0,-0.41,0.75,3.57,1553734800,0,10.003,90.0,1.5
3,3.16,0.0,-0.41,0.77,3.16,1553738400,0,10.003,110.0,0.5
4,3.16,0.0,-0.41,0.77,3.16,1553742000,0,10.003,71.0,0.87
5,2.16,0.0,-0.82,0.81,2.16,1553745600,0,10.003,90.0,0.62
6,2.58,0.44,-0.41,0.81,2.58,1553749200,0,9.414,260.0,1.0
7,2.99,0.44,0.01,0.81,2.99,1553752800,0,8.831,,
8,3.74,0.75,1.41,0.75,5.4,1553756400,1,8.831,350.0,2.09
9,4.67,0.33,1.41,0.74,5.64,1553760000,2,8.831,278.0,1.5
10,8.23,0.33,1.82,0.64,8.23,1553763600,3,8.831,,
11,12.4,0.33,3.59,0.55,12.4,1553767200,4,9.414,,
12,13.4,0.52,4.01,0.53,13.4,1553770800,4,9.414,116.0,3.01
13,13.23,0.62,4.01,0.54,13.23,1553774400,4,9.414,354.0,2.93
14,14.22,0.62,2.83,0.46,14.22,1553778000,3,9.414,32.0,2.93
15,14.81,0.62,2.83,0.45,14.81,1553781600,2,10.003,49.0,3.39
16,15.22,0.62,3.83,0.46,15.22,1553785200,1,10.003,30.0,5.09
17,14.22,0.75,4.01,0.5,14.22,1553788800,1,10.003,11.0,4.6
18,13.64,0.52,4.42,0.54,13.64,1553792400,0,10.003,30.0,5.09
19,13.23,0.75,4.01,0.54,13.23,1553796000,0,10.003,30.0,4.11
20,13.12,,5.0,0.58,13.12,1553799600,0,10.003,30.0,3.6
21,12.64,0.75,4.42,0.57,12.64,1553803200,0,10.003,60.0,4.6
22,12.12,0.75,5.0,0.62,12.12,1553806800,0,10.003,30.0,4.11
23,10.63,0.57,4.42,0.65,10.63,1553810400,0,10.003,30.0,4.6
