,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,8.23,0.75,6.99,0.92,8.23,1554501600,0.0,5.506,71,0.62
1,7.64,1.0,6.99,0.96,7.64,1554505200,0.0,7.138,80,0.62
2,7.22,0.9,6.99,0.98,7.22,1554508800,0.0,6.68,90,0.62
3,6.63,0.29,6.41,0.98,6.63,1554512400,0.0,5.506,71,0.62
4,6.05,0.31,5.82,0.98,6.05,1554516000,0.0,4.918,60,1.08
5,5.64,0.31,5.41,0.98,5.64,1554519600,0.0,5.589,71,1.08
6,5.06,0.18,4.83,0.98,5.06,1554523200,0.0,4.67,71,1.08
7,4.87,0.08,4.24,0.96,4.87,1554526800,0.0,4.152,71,0.87
8,6.63,0.08,6.0,0.96,6.63,1554530400,0.0,4.208,71,1.08
9,6.59,0.18,7.17,0.93,8.23,1554534000,1.0,7.178,60,2.68
10,7.03,0.42,7.17,0.89,8.81,1554537600,2.0,10.003,71,3.1
11,11.22,0.19,6.0,0.7,11.22,1554541200,3.0,10.003,80,2.3
12,12.64,0.08,6.0,0.64,12.64,1554544800,5.0,10.003,90,3.01
13,14.22,0.08,6.0,0.58,14.22,1554548400,5.0,10.003,83,3.98
14,14.22,0.19,6.0,0.58,14.22,1554552000,5.0,10.003,70,3.72
15,15.22,0.42,6.0,0.54,15.22,1554555600,4.0,10.003,84,4.6
16,16.12,0.19,6.0,0.51,16.12,1554559200,3.0,10.003,120,5.09
17,16.22,0.19,6.0,0.51,16.22,1554562800,2.0,10.003,161,1.5
18,16.64,0.0,6.99,0.53,16.64,1554566400,1.0,10.003,60,1.28
19,15.12,,8.0,0.62,15.12,1554573600,,10.003,0,2.6
20,12.12,,6.99,0.71,12.12,1554577200,0.0,10.003,20,2.09
21,13.12,,6.99,0.66,13.12,1554580800,0.0,10.003,20,4.6
22,15.12,,8.0,0.62,15.12,1554584400,0.0,10.003,30,4.6
