,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-0.33,0.19,-9.76,0.44,1.03,1551049200,0,10.003,42,1.34
1,-1.06,0.19,-9.07,0.47,1.03,1551052800,0,10.003,33,1.84
2,-4.15,0.19,-8.37,0.59,-1.35,1551056400,0,10.003,307,2.09
3,-3.3,0.19,-7.99,0.61,-1.35,1551060000,0,10.003,345,1.5
4,-5.72,0.19,-7.99,0.65,-2.36,1551063600,0,10.003,347,2.41
5,-5.53,0.19,-7.99,0.69,-3.04,1551067200,0,10.003,308,1.69
6,-4.77,0.44,-7.31,0.65,-1.66,1551074400,0,10.003,354,2.31
7,-4.34,0.44,-8.68,0.53,-0.29,1551078000,0,10.003,41,3.6
8,-1.46,0.19,-8.37,0.48,1.41,1551081600,1,10.003,60,2.6
9,2.54,0.19,-8.37,0.41,3.71,1551085200,1,10.003,43,1.46
10,5.17,0.44,-7.37,0.37,6.41,1551088800,2,10.003,64,1.84
11,7.52,0.44,-5.06,0.37,9.02,1551092400,2,10.003,66,2.72
12,11.02,0.44,-2.68,0.38,11.02,1551096000,2,10.003,63,4.41
13,12.71,0.44,-1.01,0.39,12.71,1551099600,2,10.003,61,5.71
14,13.71,0.44,-0.7,0.37,13.71,1551103200,1,10.003,62,5.51
15,14.03,0.44,0.01,0.38,14.03,1551106800,1,10.003,66,4.41
16,10.95,0.44,1.68,0.53,10.95,1551114000,0,10.003,81,3.1
17,8.71,0.44,1.68,0.6,9.02,1551117600,0,10.003,51,1.34
18,7.47,0.44,0.99,0.6,8.27,1551121200,0,10.003,55,1.69
19,6.34,0.44,0.99,0.69,6.34,1551124800,0,10.003,15,0.81
20,1.73,0.44,-0.7,0.75,3.27,1551128400,0,10.003,337,1.69
21,3.12,0.19,0.01,0.72,4.64,1551132000,0,10.003,357,1.84
