,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-0.72,0.0,-2.58,0.76,1.21,1549234800,0,10.003,255.0,1.75
1,-1.52,0.0,-2.76,0.78,0.64,1549238400,0,10.003,268.0,1.85
2,-0.79,0.0,-3.16,0.84,-0.79,1549242000,0,10.003,200.0,0.87
3,-1.2,0.0,-3.57,0.84,-1.2,1549245600,0,10.003,180.0,0.87
4,-2.18,0.0,-4.16,0.86,-2.18,1549249200,0,10.003,200.0,0.87
5,-2.18,0.0,-4.58,0.84,-2.18,1549252800,0,10.003,230.0,0.87
6,-2.76,0.0,-4.58,0.87,-2.76,1549256400,0,10.003,131.0,0.21
7,-3.87,,-4.99,0.92,-3.87,1549260000,0,10.003,210.0,1.0
8,-3.18,0.0,-5.17,0.86,-3.18,1549263600,0,10.003,,0.0
9,-1.61,0.08,-3.99,0.84,-1.61,1549267200,0,10.003,200.0,0.62
10,0.13,0.19,-1.01,0.92,0.13,1549270800,0,10.003,180.0,1.0
11,-1.41,0.19,-1.01,0.8,2.12,1549274400,1,10.003,221.0,3.6
12,0.17,0.19,-1.01,0.74,3.12,1549278000,1,10.003,210.0,3.1
13,0.17,0.19,-1.01,0.74,3.12,1549281600,1,10.003,200.0,3.1
14,2.3,0.08,-2.17,0.61,4.64,1549285200,1,10.003,185.0,2.72
15,1.92,0.08,-3.57,0.53,5.22,1549288800,1,10.003,184.0,4.4
16,1.53,0.08,-4.16,0.53,4.64,1549292400,0,10.003,180.0,3.81
17,1.68,0.19,-4.16,0.57,3.64,1549296000,0,10.003,196.0,2.09
18,0.79,0.0,-4.16,0.61,2.63,1549299600,0,10.003,187.0,1.85
19,0.66,,-3.99,0.64,2.12,1549303200,0,10.003,131.0,1.5
20,-1.61,,-3.99,0.74,0.13,1549306800,0,10.003,170.0,1.5
21,0.81,1.0,-4.58,0.67,0.81,1549310400,0,10.003,170.0,0.87
22,0.81,1.0,-3.57,0.73,0.81,1549314000,0,10.003,150.0,1.08
23,-1.23,1.0,-3.57,0.7,1.21,1549317600,0,10.003,133.0,2.16
