,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,5.2,0.56,5.33,0.88,partly-cloudy-night,346.2,0.0071,0.05,rain,1015.0,Leicht bewölkt,7.14,1589493600,0,16.093,59,8.53,2.82
1,4.78,0.56,5.23,0.89,partly-cloudy-night,347.4,0.0131,0.07,rain,1014.7,Leicht bewölkt,6.99,1589497200,0,16.093,59,9.36,3.17
2,4.39,0.55,5.06,0.89,partly-cloudy-night,348.2,0.0201,0.08,rain,1014.5,Leicht bewölkt,6.79,1589500800,0,16.093,60,9.99,3.4
3,4.58,0.55,3.74,0.8,partly-cloudy-night,349.3,0.0157,0.05,rain,1014.0,Leicht bewölkt,6.87,1589504400,0,16.093,60,10.97,3.28
4,4.04,0.59,3.58,0.82,partly-cloudy-night,347.1,0.0072,0.05,rain,1014.0,Leicht bewölkt,6.45,1589508000,0,16.093,64,10.76,3.32
5,3.74,0.69,3.45,0.83,partly-cloudy-night,345.6,0.0,0.0,,1014.1,Überwiegend bewölkt,6.18,1589511600,0,16.093,64,10.33,3.27
6,3.68,0.76,3.35,0.83,partly-cloudy-day,346.2,0.0,0.0,,1014.5,Überwiegend bewölkt,6.1,1589515200,0,16.093,58,9.66,3.22
7,3.82,0.92,3.38,0.82,cloudy,347.6,0.0,0.0,,1015.0,Stark bewölkt,6.25,1589518800,0,16.093,55,8.78,3.27
8,4.43,0.97,3.6,0.8,cloudy,350.4,0.0,0.0,,1015.5,Stark bewölkt,6.77,1589522400,1,16.093,51,7.26,3.32
9,5.41,1.0,4.03,0.78,cloudy,351.3,0.0,0.0,,1015.9,Stark bewölkt,7.63,1589526000,2,16.093,49,6.57,3.4
10,6.54,0.94,4.5,0.75,cloudy,352.0,0.0,0.0,,1016.0,Stark bewölkt,8.71,1589529600,2,16.093,51,6.01,3.77
11,7.53,1.0,4.78,0.72,cloudy,352.5,0.0088,0.04,rain,1016.2,Stark bewölkt,9.54,1589533200,3,16.093,50,5.47,3.78
12,10.2,0.99,4.63,0.68,cloudy,353.2,0.0155,0.04,rain,1016.4,Stark bewölkt,10.2,1589536800,3,16.093,51,4.86,3.7
13,10.71,0.99,4.49,0.65,cloudy,353.9,0.0272,0.03,rain,1016.8,Stark bewölkt,10.71,1589540400,4,16.093,50,4.26,3.5
14,10.92,0.98,4.74,0.66,cloudy,354.2,0.0404,0.03,rain,1017.3,Stark bewölkt,10.92,1589544000,4,16.093,50,3.74,3.17
15,11.51,0.96,4.4,0.62,cloudy,354.5,0.0109,0.02,rain,1018.1,Stark bewölkt,11.51,1589547600,3,16.093,50,2.53,2.09
16,12.18,0.95,4.06,0.58,cloudy,354.0,0.0408,0.02,rain,1018.0,Stark bewölkt,12.18,1589551200,3,16.093,52,2.34,1.92
17,12.26,0.93,4.22,0.58,cloudy,353.8,0.0683,0.02,rain,1018.3,Stark bewölkt,12.26,1589554800,2,16.093,54,2.22,1.75
18,12.1,0.87,4.49,0.6,partly-cloudy-day,354.5,0.0614,0.02,rain,1018.6,Überwiegend bewölkt,12.1,1589558400,1,16.093,50,2.08,1.57
19,11.87,0.78,4.67,0.61,partly-cloudy-day,355.6,0.038,0.02,rain,1019.1,Überwiegend bewölkt,11.87,1589562000,0,16.093,26,1.99,1.23
20,10.74,0.66,4.65,0.66,partly-cloudy-day,356.4,0.0251,0.02,rain,1019.5,Überwiegend bewölkt,10.74,1589565600,0,16.093,47,1.93,1.23
21,9.1,0.47,4.01,0.7,partly-cloudy-night,357.3,0.0,0.0,,1020.8,Leicht bewölkt,9.1,1589569200,0,16.093,72,1.18,0.9
22,7.46,0.25,3.32,0.75,clear-night,357.3,0.0,0.0,,1021.7,Klar,7.46,1589572800,0,16.093,107,1.32,0.86
23,6.22,0.08,2.93,0.79,clear-night,357.5,0.0,0.0,,1022.2,Klar,6.22,1589576400,0,16.093,133,1.44,0.89
