,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,3.8,0.1,0.04,0.68,clear-night,369.1,0.0,0.0,,1021.4,Klar,5.37,1588716000,0,16.093,74,3.23,2.0
1,2.98,0.07,-1.75,0.63,clear-night,368.3,0.0,0.0,,1021.9,Klar,4.7,1588719600,0,16.093,81,4.55,2.04
2,1.97,0.08,-2.98,0.6,clear-night,368.3,0.0,0.0,,1022.1,Klar,4.1,1588723200,0,16.093,88,7.91,2.36
3,1.25,0.05,-2.97,0.62,clear-night,365.6,0.0,0.0,,1022.1,Klar,3.56,1588726800,0,16.093,89,8.08,2.44
4,0.43,0.03,-2.84,0.66,clear-night,362.2,0.0,0.0,,1022.3,Klar,2.79,1588730400,0,16.093,91,7.54,2.35
5,0.43,0.0,-2.73,0.67,clear-night,359.5,0.0,0.0,,1022.7,Klar,2.79,1588734000,0,16.093,92,7.16,2.34
6,0.43,0.03,-2.79,0.66,clear-day,357.8,0.0,0.0,,1023.1,Klar,2.87,1588737600,0,16.093,94,7.42,2.45
7,1.02,0.07,-2.78,0.64,clear-day,357.0,0.0,0.0,,1024.5,Klar,3.47,1588741200,0,16.093,96,7.84,2.57
8,2.47,0.12,-2.85,0.58,clear-day,359.0,0.0051,0.01,rain,1024.8,Klar,4.84,1588744800,1,16.093,93,7.82,2.79
9,3.73,0.2,-2.64,0.54,clear-day,362.3,0.0051,0.01,rain,1024.8,Klar,6.09,1588748400,2,16.093,92,6.99,3.13
10,5.28,0.29,-2.18,0.5,clear-day,367.0,0.0051,0.01,rain,1024.6,Klar,7.5,1588752000,3,16.093,94,5.73,3.37
11,6.77,0.33,-1.99,0.47,partly-cloudy-day,371.4,0.0,0.0,,1024.4,Leicht bewölkt,8.75,1588755600,4,16.093,92,4.7,3.4
12,8.16,0.31,-2.24,0.43,clear-day,375.2,0.0,0.0,,1024.2,Klar,9.84,1588759200,5,16.093,89,4.18,3.29
13,10.68,0.26,-2.64,0.39,clear-day,378.7,0.0,0.0,,1023.9,Klar,10.68,1588762800,5,16.093,83,3.89,3.04
14,11.92,0.18,-2.72,0.36,clear-day,380.9,0.0,0.0,,1023.6,Klar,11.92,1588766400,5,16.093,77,3.67,2.82
15,13.19,0.13,-5.01,0.28,clear-day,372.7,0.0,0.0,,1023.4,Klar,13.19,1588770000,5,16.093,69,3.51,2.58
16,13.77,0.05,-4.11,0.29,clear-day,370.6,0.0,0.0,,1023.1,Klar,13.77,1588773600,4,16.093,60,3.14,2.44
17,12.1,0.0,-3.16,0.34,clear-day,368.4,0.0,0.0,,1023.0,Klar,12.1,1588777200,3,16.093,55,2.86,2.3
18,11.9,0.02,-2.09,0.38,clear-day,366.7,0.0,0.0,,1023.1,Klar,11.9,1588780800,1,16.093,48,2.78,2.17
19,11.55,0.01,-1.04,0.42,clear-day,364.8,0.0,0.0,,1023.5,Klar,11.55,1588784400,0,16.093,45,2.78,1.99
20,10.43,0.0,-0.02,0.48,clear-day,362.5,0.0,0.0,,1024.0,Klar,10.43,1588788000,0,16.093,44,2.79,1.48
21,8.61,0.0,0.16,0.55,clear-night,360.3,0.0,0.0,,1024.7,Klar,8.61,1588791600,0,16.093,61,2.29,1.24
22,7.05,0.0,0.23,0.62,clear-night,358.0,0.0,0.0,,1025.4,Klar,7.05,1588795200,0,16.093,92,1.61,1.11
23,5.82,0.0,-0.01,0.66,clear-night,355.9,0.0,0.0,,1026.0,Klar,5.82,1588798800,0,16.093,112,1.12,1.0
