,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,12.45,1.0,12.45,1.0,rain,322.3,1.1752,0.68,rain,1011.9,Regen,12.45,1596492000,0,6.072,332,3.41,2.36
1,12.23,1.0,12.2,1.0,rain,324.9,2.0043,0.7,rain,1011.9,Regen,12.23,1596495600,0,7.411,326,3.31,2.25
2,11.97,1.0,11.96,1.0,rain,326.9,2.4671,0.69,rain,1011.9,Regen,11.97,1596499200,0,8.184,330,3.3,2.17
3,11.75,1.0,11.41,0.98,rain,325.6,1.8105,0.67,rain,1012.1,Regen,11.75,1596502800,0,8.845,338,5.04,2.43
4,11.56,1.0,11.32,0.98,rain,325.0,0.9571,0.62,rain,1012.3,Regen,11.56,1596506400,0,7.455,329,4.44,2.2
5,11.86,1.0,11.18,0.96,rain,324.8,0.6312,0.58,rain,1012.6,Leichter Regen möglich,11.86,1596510000,0,7.827,323,4.06,2.02
6,11.95,1.0,11.2,0.95,rain,325.3,0.4782,0.57,rain,1012.9,Leichter Regen möglich,11.95,1596513600,0,11.879,321,4.03,1.94
7,12.11,1.0,11.45,0.96,rain,326.2,0.3241,0.54,rain,1013.3,Leichter Regen möglich,12.11,1596517200,0,16.093,323,4.15,1.9
8,12.26,1.0,11.25,0.94,cloudy,328.6,0.0101,0.16,rain,1014.1,Stark bewölkt,12.26,1596520800,1,16.093,327,3.33,1.79
9,12.67,0.99,11.26,0.91,cloudy,330.0,0.0,0.0,,1014.8,Stark bewölkt,12.67,1596524400,1,16.093,331,3.35,1.88
10,13.39,0.99,11.16,0.86,cloudy,331.6,0.0405,0.22,rain,1015.2,Stark bewölkt,13.39,1596528000,2,16.093,337,3.46,2.04
11,14.11,0.99,11.0,0.82,rain,333.0,0.1105,0.29,rain,1015.7,Nieselregen möglich,14.11,1596531600,3,16.093,342,3.48,2.15
12,15.16,0.99,10.88,0.76,rain,334.2,0.1425,0.26,rain,1015.9,Nieselregen möglich,15.16,1596535200,4,15.009,347,3.3,2.18
13,16.49,0.99,10.77,0.69,cloudy,335.2,0.1579,0.24,rain,1016.1,Stark bewölkt,16.49,1596538800,4,12.432,352,3.03,2.15
14,16.25,0.99,10.72,0.7,rain,335.4,0.1837,0.26,rain,1016.3,Nieselregen möglich,16.25,1596542400,4,11.027,1,2.79,2.11
15,16.01,0.98,9.82,0.67,rain,336.1,0.2571,0.3,rain,1017.1,Leichter Regen möglich,16.01,1596546000,4,16.093,2,2.02,1.26
16,15.98,0.96,10.3,0.69,rain,332.9,0.2625,0.27,rain,1017.3,Leichter Regen möglich,15.98,1596549600,3,16.093,10,1.94,1.56
17,14.95,0.93,11.19,0.78,rain,330.2,0.2453,0.29,rain,1017.5,Leichter Regen möglich,14.95,1596553200,2,16.093,21,2.05,1.74
18,14.92,0.84,11.86,0.82,partly-cloudy-day,328.8,0.1709,0.21,rain,1017.7,Überwiegend bewölkt,14.92,1596556800,1,16.093,72,2.21,1.63
19,14.55,0.72,11.91,0.84,partly-cloudy-day,327.9,0.0906,0.12,rain,1017.9,Überwiegend bewölkt,14.55,1596560400,1,16.093,135,2.6,1.42
20,13.87,0.58,11.64,0.86,partly-cloudy-day,326.9,0.0,0.0,,1018.9,Leicht bewölkt,13.87,1596564000,0,16.093,184,2.9,1.39
21,12.93,0.44,11.25,0.9,partly-cloudy-night,325.4,0.0,0.0,,1019.3,Leicht bewölkt,12.93,1596567600,0,16.093,190,2.77,1.39
22,11.88,0.28,10.7,0.93,clear-night,323.8,0.0053,0.04,rain,1019.6,Klar,11.88,1596571200,0,16.093,178,2.46,1.43
23,10.88,0.17,9.88,0.94,clear-night,321.8,0.0083,0.04,rain,1019.9,Klar,10.88,1596574800,0,16.093,167,2.13,1.44
