,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,4.62,0.99,5.52,0.93,rain,344.1,0.1,0.27,rain,1013.2,Nieselregen möglich,6.54,1612566000,0,16.093,46,5.39,2.63
1,4.87,0.99,5.63,0.93,rain,342.0,0.1674,0.41,rain,1011.9,Nieselregen möglich,6.65,1612569600,0,16.093,49,5.08,2.48
2,4.42,0.99,5.54,0.94,rain,339.5,0.3012,0.5,rain,1011.3,Leichter Regen möglich,6.49,1612573200,0,16.093,47,5.68,2.82
3,4.16,0.99,5.39,0.94,rain,335.1,0.5729,0.57,rain,1011.0,Leichter Regen möglich,6.3,1612576800,0,9.359,46,5.7,2.87
4,4.21,0.96,5.33,0.94,rain,331.0,0.7741,0.61,rain,1010.7,Leichter Regen möglich,6.16,1612580400,0,16.093,50,5.73,2.57
5,3.73,0.98,5.32,0.95,rain,331.7,0.9118,0.66,rain,1010.4,Regen,5.99,1612584000,0,14.709,48,5.97,2.95
6,3.25,0.96,5.17,0.96,rain,330.9,1.0402,0.72,rain,1009.9,Regen,5.81,1612587600,0,16.093,53,7.14,3.32
7,3.18,0.99,5.11,0.95,rain,331.4,1.1426,0.71,rain,1009.9,Regen,5.88,1612591200,0,14.02,50,7.2,3.59
8,2.96,0.99,5.25,0.97,rain,329.1,0.9164,0.67,rain,1009.3,Regen,5.74,1612594800,0,13.976,51,7.23,3.67
9,2.91,0.99,5.45,0.97,rain,325.2,1.0265,0.67,rain,1009.2,Regen,5.82,1612598400,0,9.656,59,6.73,3.94
10,2.88,0.99,5.41,0.97,rain,321.8,0.9187,0.67,rain,1008.7,Regen,5.87,1612602000,0,15.666,61,7.38,4.09
11,2.88,0.99,5.48,0.97,rain,321.6,0.7089,0.63,rain,1008.6,Leichter Regen möglich,5.93,1612605600,1,16.093,64,7.13,4.22
12,3.35,0.99,5.51,0.95,rain,320.2,0.7061,0.59,rain,1008.0,Leichter Regen möglich,6.32,1612609200,1,16.093,66,7.28,4.26
13,3.37,0.99,5.16,0.92,rain,323.1,0.3974,0.52,rain,1008.0,Leichter Regen möglich,6.35,1612612800,1,16.093,67,7.99,4.27
14,2.53,0.99,4.42,0.91,rain,323.5,0.0912,0.26,rain,1007.5,Nieselregen möglich,5.81,1612616400,1,16.093,57,8.29,4.61
15,2.97,0.99,4.57,0.89,rain,324.6,0.1244,0.3,rain,1006.8,Nieselregen möglich,6.2,1612620000,1,16.093,58,8.83,4.72
16,2.79,1.0,4.54,0.9,cloudy,324.3,0.0773,0.23,rain,1006.3,Stark bewölkt,6.06,1612623600,0,16.093,63,9.33,4.73
17,2.73,0.99,4.61,0.91,cloudy,324.6,0.071,0.21,rain,1005.6,Stark bewölkt,6.02,1612627200,0,16.093,62,9.51,4.74
18,2.48,1.0,4.66,0.91,rain,325.8,0.0877,0.25,rain,1004.9,Nieselregen möglich,5.94,1612630800,0,16.093,61,10.3,5.08
19,3.12,1.0,5.34,0.93,cloudy,323.1,0.107,0.22,rain,1004.1,Stark bewölkt,6.33,1612634400,0,16.093,57,9.5,4.73
20,3.52,1.0,5.46,0.93,rain,323.2,0.3442,0.52,rain,1003.7,Leichter Regen möglich,6.52,1612638000,0,16.093,57,8.87,4.4
21,3.36,1.0,5.43,0.93,rain,321.7,0.4343,0.53,rain,1003.0,Leichter Regen möglich,6.41,1612641600,0,16.093,57,9.03,4.44
22,3.08,0.99,5.14,0.93,cloudy,322.0,0.0255,0.1,rain,1002.9,Stark bewölkt,6.18,1612645200,0,16.093,56,8.87,4.45
23,2.94,0.98,4.71,0.92,rain,321.9,0.219,0.28,rain,1002.5,Nieselregen möglich,5.95,1612648800,0,16.093,61,8.09,4.15
