,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,15.64,0,2.83,0.42,15.64,1555711200,0,10.003,23,3.33
1,16.81,0,2.83,0.39,16.81,1555714800,0,8.831,24,4.59
2,16.39,0,2.83,0.4,16.39,1555718400,0,7.657,36,5.35
3,14.98,0,2.24,0.42,14.98,1555722000,0,8.831,56,4.69
4,15.4,0,1.82,0.4,15.4,1555725600,0,10.003,50,3.19
5,14.81,0,1.82,0.41,14.81,1555729200,0,10.003,20,1.9
6,12.22,0,1.82,0.49,12.22,1555732800,0,10.003,41,1.49
7,12.81,0,1.82,0.47,12.81,1555736400,0,10.003,71,1.08
8,13.64,0,4.01,0.52,13.64,1555740000,0,10.003,41,1.49
9,17.4,0,3.0,0.38,17.4,1555743600,1,10.003,30,1.9
10,18.81,0,3.42,0.36,18.81,1555747200,3,10.003,53,3.9
11,19.23,0,3.0,0.34,19.23,1555750800,4,10.003,68,4.63
12,20.64,0,2.58,0.3,20.64,1555754400,6,10.003,67,4.27
13,22.64,0,2.58,0.27,22.64,1555758000,7,10.003,54,3.81
14,23.22,0,1.58,0.24,23.22,1555761600,7,10.003,57,4.18
15,23.63,0,1.34,0.23,23.63,1555765200,6,10.003,75,4.18
16,24.22,0,-0.82,0.19,24.22,1555768800,4,10.003,101,3.6
17,24.63,0,0.59,0.21,24.63,1555772400,3,10.003,80,3.1
18,24.63,0,-0.59,0.19,24.63,1555776000,1,10.003,50,3.01
19,24.22,0,0.01,0.2,24.22,1555779600,0,10.003,6,4.38
20,22.64,0,0.01,0.22,22.64,1555783200,0,10.003,14,2.58
21,21.05,0,1.41,0.27,21.05,1555786800,0,10.003,26,3.13
22,19.64,0,1.82,0.31,19.64,1555790400,0,10.003,45,4.01
23,18.81,0,2.83,0.35,18.81,1555794000,0,10.003,39,4.69
