,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,3.58,0.19,1.68,0.76,5.64,1568930400,0,10.003,50,2.6
1,4.68,0.19,2.0,0.77,5.64,1568934000,0,10.003,41,1.5
2,3.94,0.44,0.99,0.7,5.95,1568937600,0,10.003,71,2.6
3,2.05,0.44,0.99,0.81,3.95,1568941200,0,10.003,41,2.09
4,2.83,0.44,0.99,0.81,4.02,1568944800,0,10.003,30,1.5
5,1.61,0.44,0.99,0.85,3.33,1568948400,0,10.003,345,1.84
6,2.65,0.44,0.32,0.85,2.65,1568952000,0,10.003,354,1.16
7,0.05,0.75,0.99,0.86,3.02,1568955600,0,10.003,50,3.1
8,0.96,0.75,0.69,0.85,3.02,1568959200,0,10.003,41,2.09
9,3.67,0.75,2.0,0.77,5.72,1568962800,1,10.003,41,2.6
10,5.92,0.75,3.0,0.72,7.71,1568966400,2,10.003,69,2.76
11,8.32,0.75,3.0,0.63,9.71,1568970000,3,10.003,73,2.76
12,12.33,0.75,3.0,0.53,12.33,1568973600,3,10.003,72,3.91
13,13.02,0.75,3.0,0.51,13.02,1568977200,4,10.003,71,5.51
14,14.33,0.75,2.31,0.44,14.33,1568980800,3,10.003,78,4.76
15,15.33,0.75,1.61,0.39,15.33,1568984400,3,10.003,77,4.75
16,16.33,0.75,2.0,0.38,16.33,1568988000,2,10.003,79,4.41
17,16.02,0.75,1.68,0.38,16.02,1568991600,1,10.003,87,3.91
18,16.02,0.75,2.69,0.41,16.02,1568995200,0,10.003,88,4.25
19,14.33,0.75,2.69,0.45,14.33,1568998800,0,10.003,72,3.91
20,10.64,0.75,3.0,0.59,10.64,1569002400,0,10.003,72,2.41
21,8.29,0.75,3.31,0.66,9.33,1569006000,0,10.003,74,2.15
22,8.64,0.75,3.0,0.68,8.64,1569009600,0,10.003,84,1.19
23,6.37,0.44,3.0,0.72,7.65,1569013200,0,10.003,61,2.09
