,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,19.23,1.0,11.41,0.61,19.23,1560117600,0,10.003,166,,2.51
1,18.4,0.75,11.41,0.64,18.4,1560121200,0,10.003,164,,2.09
2,17.22,0.0,12.41,0.73,17.22,1560124800,0,10.003,151,,1.96
3,16.64,0.0,12.41,0.76,16.64,1560128400,0,10.003,200,,1.49
4,16.22,0.0,13.41,0.83,16.22,1560132000,0,10.003,166,,3.13
5,16.22,0.0,14.0,0.87,16.22,1560135600,0,10.003,191,,1.7
6,15.64,0.66,14.0,0.9,15.64,1560139200,0,10.003,200,,1.7
7,16.64,0.66,14.0,0.84,16.64,1560142800,0,10.003,200,,1.08
8,18.22,0.66,14.0,0.76,18.22,1560146400,1,10.003,198,,3.13
9,18.22,0.66,13.83,0.76,18.22,1560150000,2,10.003,198,,2.6
10,19.23,0.52,13.41,0.69,19.23,1560153600,4,10.003,216,,3.6
11,20.23,0.62,13.41,0.65,20.23,1560157200,5,10.003,198,,4.4
12,20.64,0.77,13.41,0.63,20.64,1560160800,5,10.003,204,,3.22
13,22.23,0.29,14.0,0.6,22.23,1560164400,7,10.003,206,,2.51
14,21.82,0.44,14.0,0.61,21.82,1560168000,7,10.003,175,,2.81
15,22.23,0.52,13.59,0.58,22.23,1560171600,6,10.003,180,,3.72
16,21.23,0.66,14.0,0.63,21.23,1560175200,4,10.003,187,,6.33
17,20.23,0.33,15.0,0.72,20.23,1560178800,4,10.003,172,8.8,3.39
18,19.81,0.33,15.0,0.74,19.81,1560182400,2,10.003,183,,4.69
19,19.28,0.66,15.59,0.79,19.23,1560186000,1,10.003,185,,4.01
20,19.23,0.66,14.0,0.72,19.23,1560189600,0,10.003,180,,3.81
21,18.22,0.19,13.41,0.74,18.22,1560193200,0,10.003,182,,3.48
22,17.64,0.19,14.0,0.79,17.64,1560196800,0,10.003,194,,3.19
23,17.22,0.66,14.0,0.81,17.22,1560200400,0,10.003,227,,2.93
