,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,0.29,0.75,4.38,0.96,5.02,1547420400,0,10.003,271,,7.72
1,0.36,0.75,4.07,0.92,5.33,1547424000,0,7.927,277,,8.8
2,-0.99,0.53,3.39,0.98,3.65,1547427600,0,7.83,303,12.9,6.39
3,-1.16,0.53,2.37,0.93,3.33,1547431200,0,10.003,297,9.3,5.86
4,-1.03,0.75,2.0,0.91,3.33,1547434800,0,10.003,295,11.8,5.59
5,-1.66,0.65,0.99,0.85,3.33,1547438400,0,10.003,286,14.91,7.09
6,-0.7,0.75,0.69,0.83,3.33,1547442000,0,10.003,281,,4.9
7,-0.62,0.75,1.06,0.83,3.65,1547445600,0,10.003,274,,5.55
8,-1.18,0.75,0.69,0.83,3.33,1547449200,0,10.003,262,,5.9
9,-1.61,0.75,0.69,0.83,3.33,1547452800,0,10.003,272,,6.93
10,-1.66,0.75,0.69,0.83,3.33,1547456400,0,10.003,278,,7.08
11,-1.32,0.53,0.69,0.79,4.02,1547460000,1,10.003,275,15.4,8.69
12,-1.1,0.53,0.69,0.77,4.34,1547463600,1,10.003,267,,9.34
13,-1.8,0.75,1.38,0.85,3.65,1547467200,1,10.003,262,,8.65
14,-1.66,0.53,1.38,0.83,4.02,1547470800,1,10.003,273,12.9,9.84
15,-4.7,0.75,0.99,0.98,1.26,1547474400,0,7.244,305,,8.05
16,-4.87,0.75,0.01,0.93,0.95,1547478000,0,8.763,302,13.4,7.43
17,-4.15,0.36,0.01,0.96,0.64,1547481600,0,9.383,298,,5.05
18,-3.82,0.75,-0.31,0.98,-0.06,1547485200,0,10.003,283,,3.3
19,-3.46,0.36,-0.61,0.91,0.64,1547488800,0,10.003,270,,3.95
20,-4.53,0.75,-0.61,0.91,0.64,1547492400,0,10.003,274,,5.77
21,-4.35,0.36,-1.32,0.87,0.64,1547496000,0,10.003,302,,5.43
22,-3.24,0.36,-2.0,0.83,0.64,1547499600,0,10.003,292,,3.64
23,-3.05,0.65,-1.63,0.87,0.34,1547503200,0,10.003,292,,2.95
