,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,17.4,0.0,8.83,0.57,17.4,1566511200,0.0,10.003,20,0.87
1,15.81,0.0,9.41,0.66,15.81,1566514800,0.0,10.003,60,0.62
2,14.81,0.0,9.41,0.7,14.81,1566518400,0.0,10.003,11,0.62
3,14.05,0.0,9.41,0.74,14.05,1566522000,0.0,10.003,11,1.08
4,13.64,0.0,9.41,0.76,13.64,1566525600,0.0,10.003,41,0.62
5,13.64,0.0,8.83,0.73,13.64,1566529200,0.0,10.003,60,1.08
6,13.05,0.0,8.83,0.76,13.05,1566532800,0.0,10.003,71,1.28
7,13.05,0.0,8.83,0.76,13.05,1566536400,0.0,10.003,60,0.87
8,14.64,0.0,10.41,0.76,14.64,1566540000,0.0,10.003,71,1.28
9,17.22,0.0,10.41,0.64,17.22,1566543600,1.0,10.003,50,1.28
10,20.23,0.0,11.41,0.57,20.23,1566547200,3.0,10.003,71,1.08
11,23.8,0.0,10.41,0.43,23.8,1566550800,4.0,10.003,102,1.96
12,25.22,0.0,10.41,0.39,25.22,1566554400,6.0,10.003,122,2.6
13,26.81,0.0,9.41,0.33,26.81,1566558000,6.0,10.003,110,1.28
14,27.21,0.0,8.42,0.31,27.21,1566561600,6.0,10.003,95,4.51
15,28.23,0.0,8.42,0.29,28.23,1566565200,6.0,10.003,75,3.72
16,28.82,0.0,7.82,0.27,28.82,1566568800,4.0,10.003,111,3.9
17,28.65,0.0,7.41,0.26,28.65,1566572400,3.0,10.003,101,1.7
18,29.13,,6.99,0.25,29.13,1566576000,,10.003,41,5.09
19,28.23,0.0,7.41,0.27,28.23,1566579600,0.0,10.003,60,4.51
20,27.21,0.0,7.82,0.29,27.21,1566583200,0.0,10.003,54,2.3
21,23.4,0.0,9.41,0.41,23.4,1566586800,0.0,10.003,26,3.1
22,21.98,0.0,9.41,0.45,21.98,1566590400,0.0,10.003,20,3.3
23,21.23,0.0,9.83,0.48,21.23,1566594000,0.0,10.003,41,2.16
