,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,10.2,0.29,7.41,0.83,10.2,1570658400,0,10.003,236,,4.27
1,7.7,0.52,7.41,0.89,9.21,1570662000,0,10.003,222,,2.79
2,7.03,0.62,7.41,0.89,9.21,1570665600,0,10.003,201,,4.01
3,10.2,0.9,7.41,0.83,10.2,1570669200,0,10.003,207,,4.1
4,10.2,0.9,7.41,0.83,10.2,1570672800,0,10.003,200,,3.72
5,10.2,0.9,8.42,0.89,10.2,1570676400,0,10.003,204,,2.99
6,10.2,0.9,8.42,0.89,10.2,1570680000,0,10.003,219,,3.64
7,10.2,1.0,8.42,0.89,10.2,1570683600,0,10.003,224,,3.34
8,6.68,0.9,8.0,0.92,9.21,1570687200,0,10.003,242,,4.81
9,10.2,0.52,7.41,0.83,10.2,1570690800,0,10.003,239,,4.6
10,11.2,0.9,7.41,0.77,11.2,1570694400,1,10.003,242,,6.62
11,12.21,0.9,7.41,0.73,12.21,1570698000,1,10.003,241,,5.76
12,13.21,0.9,7.41,0.68,13.21,1570701600,2,10.003,247,,5.39
13,14.21,0.9,6.41,0.59,14.21,1570705200,2,10.003,253,,6.87
14,15.12,0.44,6.99,0.58,15.12,1570708800,2,10.003,251,,6.7
15,14.04,0.62,6.99,0.63,14.04,1570712400,2,10.003,258,,5.09
16,15.38,0.52,8.24,0.62,15.38,1570716000,1,10.003,254,,4.89
17,16.21,0.19,6.66,0.53,16.21,1570719600,0,10.003,252,9.8,5.99
18,15.21,0.52,6.41,0.56,15.21,1570723200,0,10.003,252,,4.81
19,14.21,0.77,7.83,0.65,14.21,1570726800,0,10.003,242,,4.81
20,13.79,0.77,7.83,0.67,13.79,1570730400,0,10.003,246,,5.54
21,12.62,0.33,8.42,0.76,12.62,1570734000,0,10.003,244,,3.72
22,12.21,0.33,8.42,0.78,12.21,1570737600,0,10.003,218,,2.93
23,10.62,0.08,8.42,0.86,10.62,1570741200,0,10.003,200,,1.49
