,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,12.27,0.75,9.24,0.82,12.27,1565733600,0.0,10.003,213.0,2.0
1,11.26,0.75,8.93,0.86,11.26,1565737200,0.0,10.003,230.0,1.5
2,10.57,0.19,8.93,0.9,10.57,1565740800,0.0,10.003,251.0,1.16
3,9.57,0.19,8.62,0.94,9.57,1565744400,0.0,10.003,251.0,1.0
4,8.25,0.19,8.62,0.96,9.26,1565748000,0.0,10.003,240.0,2.09
5,8.27,0.19,8.27,1.0,8.27,1565751600,0.0,10.003,41.0,1.0
6,8.27,0.19,8.27,1.0,8.27,1565755200,0.0,7.272,50.0,1.16
7,9.33,0.19,8.69,0.96,9.33,1565758800,0.0,6.962,210.0,1.0
8,10.02,,9.0,0.93,10.02,1565762400,,6.994,114.0,1.0
9,12.71,0.44,9.62,0.81,12.71,1565766000,2.0,9.383,240.0,1.5
10,14.33,0.19,9.62,0.73,14.33,1565769600,3.0,10.003,251.0,2.09
11,17.03,0.19,9.0,0.59,17.03,1565773200,5.0,10.003,260.0,2.6
12,17.34,0.65,6.99,0.51,17.34,1565776800,5.0,10.003,265.0,2.0
13,16.64,0.44,8.38,0.58,16.64,1565780400,6.0,10.003,293.0,2.15
14,18.65,0.44,8.76,0.53,18.65,1565784000,6.0,10.003,335.0,3.98
15,18.96,0.27,9.0,0.52,18.96,1565787600,6.0,10.003,355.0,2.6
16,19.65,0.27,9.69,0.53,19.65,1565791200,4.0,10.003,353.0,2.79
17,19.34,0.19,9.06,0.51,19.34,1565794800,3.0,10.003,50.0,2.25
18,19.96,0.19,8.69,0.48,19.96,1565798400,1.0,10.003,3.0,1.5
19,19.96,0.19,8.38,0.47,19.96,1565802000,0.0,10.003,337.0,2.25
20,18.96,0.19,9.06,0.53,18.96,1565805600,0.0,10.003,356.0,1.5
21,16.95,0.19,9.69,0.62,16.95,1565809200,0.0,10.003,41.0,1.0
22,14.95,0.19,9.38,0.69,14.95,1565812800,0.0,10.003,,0.0
23,12.95,0.19,9.69,0.81,12.95,1565816400,0.0,10.003,,0.0
