,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,15.98,0.0,0.83,0.36,15.98,1555624800,0.0,10.003,52,,4.4
1,14.98,0.0,1.25,0.39,14.98,1555628400,0.0,10.003,37,,4.6
2,14.81,0.0,1.41,0.4,14.81,1555632000,0.0,10.003,48,,3.03
3,13.4,0.0,1.82,0.45,13.4,1555635600,0.0,10.003,41,,4.11
4,13.4,0.0,1.41,0.44,13.4,1555639200,0.0,10.003,35,,4.01
5,12.81,0.0,1.41,0.46,12.81,1555642800,0.0,10.003,44,,4.47
6,13.23,0.0,2.0,0.46,13.23,1555646400,0.0,10.003,27,,4.3
7,12.81,0.0,2.0,0.48,12.81,1555650000,0.0,10.003,17,,3.59
8,13.81,0.0,2.41,0.46,13.81,1555653600,0.0,10.003,42,,3.81
9,18.12,,3.0,0.36,18.12,1555664400,,10.003,71,,4.6
10,21.23,0.0,0.99,0.26,21.23,1555671600,6.0,10.003,52,8.21,4.18
11,22.23,0.0,1.41,0.25,22.23,1555675200,6.0,10.003,78,,5.75
12,23.22,0.0,0.99,0.23,23.22,1555678800,6.0,10.003,89,7.2,4.8
13,23.22,0.0,0.99,0.23,23.22,1555682400,4.0,10.003,89,8.21,4.38
14,23.63,0.0,0.16,0.21,23.63,1555686000,3.0,10.003,110,,3.72
15,23.63,0.0,0.16,0.21,23.63,1555689600,1.0,10.003,85,9.8,4.01
16,23.63,0.0,-2.0,0.18,23.63,1555693200,0.0,10.003,82,,3.81
17,22.05,0.0,0.16,0.23,22.05,1555696800,0.0,10.003,100,,2.16
18,20.06,0.0,-1.01,0.24,20.06,1555700400,0.0,10.003,90,,0.62
19,15.64,0.0,1.58,0.39,15.64,1555704000,0.0,10.003,18,,1.85
20,14.81,0.0,1.25,0.4,14.81,1555707600,0.0,10.003,20,,1.75
