,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-4.45,,-3.68,0.91,-2.36,1550185200,0.0,10.003,307.0,1.5
1,-5.34,,-3.68,0.91,-2.36,1550188800,0.0,10.003,281.0,2.09
2,-2.36,,-3.68,0.91,-2.36,1550192400,0.0,10.003,294.0,1.19
3,-3.37,,-2.99,0.91,-1.66,1550196000,0.0,9.383,270.0,1.35
4,-4.03,,-4.37,0.98,-4.03,1550199600,0.0,8.763,231.0,0.5
5,-4.93,,-3.68,0.95,-3.04,1550203200,0.0,8.763,75.0,1.34
6,-3.73,,-3.73,1.0,-3.73,1550206800,0.0,9.383,283.0,1.16
7,-3.35,0.19,-3.99,0.95,-3.35,1550210400,0.0,8.763,,0.0
8,-3.66,0.19,-3.99,0.98,-3.66,1550214000,0.0,9.383,232.0,0.85
9,-0.59,0.19,-2.61,0.86,-0.59,1550217600,0.0,10.003,60.0,0.31
10,-0.56,0.19,-0.61,0.84,1.72,1550221200,1.0,10.003,41.0,2.09
11,3.71,,-0.61,0.73,3.71,1550224800,,,,
12,5.9,0.19,-0.31,0.61,6.72,1550228400,2.0,10.003,20.0,1.5
13,7.11,0.19,0.01,0.56,8.4,1550232000,2.0,10.003,62.0,2.26
14,11.4,,0.69,0.48,11.4,1550235600,,10.003,59.0,1.91
15,12.71,,-1.32,0.38,12.71,1550239200,,10.003,102.0,2.56
16,13.02,,-1.63,0.36,13.02,1550242800,,10.003,86.0,3.25
17,12.33,,0.45,0.44,12.33,1550246400,,10.003,91.0,2.72
18,8.02,,-1.32,0.46,9.64,1550250000,0.0,10.003,71.0,3.1
19,5.44,,-2.0,0.54,6.65,1550253600,0.0,10.003,75.0,1.84
20,5.33,,-2.06,0.59,5.33,1550257200,0.0,10.003,321.0,1.16
21,-0.29,,-2.06,0.75,1.95,1550260800,0.0,10.003,30.0,2.09
22,-1.02,,-2.38,0.76,1.33,1550264400,0.0,10.003,30.0,2.09
23,-1.82,,-2.38,0.84,-0.06,1550268000,0.0,10.003,324.0,1.5
