,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,0.75,0.65,2.69,0.89,4.34,1552604400,0.0,10.003,241,,4.53
1,-0.03,0.65,2.69,0.89,4.34,1552608000,0.0,10.003,261,,6.21
2,-0.36,0.44,2.0,0.93,2.96,1552611600,0.0,10.003,220,,3.56
3,0.25,0.36,2.0,0.89,3.65,1552615200,0.0,10.003,224,,3.91
4,-0.34,0.65,1.68,0.89,3.33,1552618800,0.0,10.003,224,,4.25
5,0.37,0.65,2.69,0.93,3.65,1552622400,0.0,9.31,243,,3.72
6,0.75,0.75,2.69,0.91,3.95,1552626000,0.0,10.003,221,,3.72
7,1.01,0.75,3.39,0.94,4.34,1552629600,0.0,10.003,225,,4.06
8,1.28,0.92,3.7,0.94,4.64,1552633200,0.0,10.003,226,,4.25
9,1.28,1.0,3.7,0.94,4.64,1552636800,1.0,9.383,218,,4.25
10,1.19,1.0,4.38,0.98,4.64,1552640400,2.0,9.07,207,,4.41
11,1.44,,4.69,0.96,5.33,1552644000,,,206,,5.7
12,3.05,0.92,6.34,1.0,6.34,1552647600,3.0,8.763,221,,4.91
13,5.45,0.83,7.38,0.96,8.02,1552651200,3.0,8.763,226,,4.25
14,5.69,0.75,8.0,0.95,8.7,1552654800,3.0,10.003,230,10.8,5.7
15,6.49,0.75,8.0,0.89,9.7,1552658400,2.0,10.003,251,,7.2
16,6.64,0.75,8.0,0.89,9.7,1552662000,1.0,10.003,240,,6.7
17,10.7,0.75,6.99,0.78,10.7,1552665600,0.0,10.003,240,11.3,6.21
18,6.79,0.75,6.99,0.83,9.7,1552669200,0.0,10.003,230,11.8,6.21
19,7.17,0.75,6.99,0.83,9.7,1552672800,0.0,10.003,230,10.3,5.09
20,6.95,0.44,6.99,0.83,9.7,1552676400,0.0,10.003,221,11.8,5.7
21,6.95,0.75,6.99,0.83,9.7,1552680000,0.0,10.003,230,,5.7
22,5.52,0.75,8.0,0.95,8.7,1552683600,0.0,10.003,230,11.8,6.21
