,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,5.64,0.75,3.0,0.7,8.12,1552604400,0.0,10.003,240,,4.11
1,4.79,0.75,3.0,0.7,8.12,1552608000,0.0,10.003,210,,6.21
2,3.5,0.44,3.0,0.75,7.11,1552611600,0.0,10.003,230,,6.21
3,4.62,0.19,3.0,0.7,8.12,1552615200,0.0,10.003,230,,6.7
4,3.69,0.44,3.0,0.75,7.11,1552618800,0.0,10.003,230,,5.7
5,3.94,0.19,3.0,0.75,7.11,1552622400,0.0,10.003,210,,5.09
6,4.33,0.66,3.0,0.75,7.22,1552626000,0.0,10.003,217,10.3,4.51
7,3.53,0.9,3.42,0.8,6.63,1552629600,0.0,10.003,218,,4.68
8,4.73,1.0,5.0,0.86,7.22,1552633200,0.0,10.003,214,,3.72
9,4.07,1.0,6.0,0.92,7.22,1552636800,1.0,10.003,216,,5.09
10,4.21,1.0,6.0,0.92,7.22,1552640400,2.0,10.003,206,,4.77
11,6.15,,6.99,0.88,8.81,1552644000,,,212,,4.88
12,7.54,1.0,8.59,0.92,9.81,1552647600,3.0,9.587,227,,4.51
13,12.22,0.9,9.0,0.81,12.22,1552651200,3.0,10.003,247,11.8,7.2
14,13.64,0.9,8.42,0.71,13.64,1552654800,2.0,10.003,255,9.8,8.77
15,13.64,0.9,8.0,0.69,13.64,1552658400,2.0,10.003,260,13.54,8.4
16,13.64,0.9,8.0,0.69,13.64,1552662000,1.0,10.003,252,13.64,10.6
17,13.64,0.9,8.0,0.69,13.64,1552665600,0.0,10.003,251,14.47,10.92
18,12.64,0.9,8.0,0.73,12.64,1552669200,0.0,10.003,250,13.54,9.63
19,12.64,0.9,8.0,0.73,12.64,1552672800,0.0,10.003,251,13.88,9.42
20,12.22,0.9,8.42,0.78,12.22,1552676400,0.0,10.003,246,10.8,9.42
21,12.64,0.9,8.42,0.75,12.64,1552680000,0.0,10.003,245,13.37,8.89
22,12.64,0.9,8.0,0.73,12.64,1552683600,0.0,10.003,251,12.39,10.13
