,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,14.64,0.36,12.62,0.88,14.64,1565647200,0,10.003,248,3.13
1,13.95,0.75,12.62,0.92,13.95,1565650800,0,10.003,270,2.6
2,12.95,0.44,11.62,0.92,12.95,1565654400,0,10.003,271,1.5
3,12.27,0.44,11.62,0.96,12.27,1565658000,0,10.003,221,2.09
4,11.26,0.44,11.26,1.0,11.26,1565661600,0,10.003,260,0.99
5,11.26,0.44,10.93,0.98,11.26,1565665200,0,7.117,33,1.5
6,10.95,0.75,10.62,0.98,10.95,1565668800,0,7.024,235,1.76
7,10.95,0.44,10.95,1.0,10.95,1565672400,0,7.397,221,2.09
8,12.64,0.19,11.62,0.93,12.64,1565676000,1,8.763,270,2.09
9,14.33,0.19,11.31,0.82,14.33,1565679600,2,9.383,251,1.5
10,16.02,0.44,11.31,0.74,16.02,1565683200,3,10.003,232,2.95
11,15.64,0.53,9.62,0.67,15.64,1565686800,4,10.003,281,3.95
12,15.95,0.75,9.62,0.66,15.95,1565690400,5,10.003,308,3.98
13,16.33,0.53,10.3,0.68,16.33,1565694000,6,9.383,311,4.16
14,17.34,0.53,9.62,0.61,17.34,1565697600,6,10.003,270,3.3
15,17.34,0.53,8.93,0.58,17.34,1565701200,5,10.003,308,2.99
16,18.33,0.53,7.93,0.51,18.33,1565704800,4,10.003,348,3.44
17,17.65,0.75,7.62,0.52,17.65,1565708400,3,10.003,325,3.29
18,17.65,0.75,7.62,0.52,17.65,1565712000,1,10.003,303,4.58
19,17.65,0.75,6.24,0.47,17.65,1565715600,0,10.003,315,3.3
20,16.64,0.75,6.93,0.53,16.64,1565719200,0,10.003,298,2.11
21,15.64,0.75,7.24,0.57,15.64,1565722800,0,10.003,295,2.26
22,13.95,0.75,7.62,0.66,13.95,1565726400,0,10.003,248,1.5
23,13.26,0.75,8.62,0.73,13.26,1565730000,0,10.003,237,1.35
