,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,19.65,0.53,13.0,0.65,19.65,1564524000,0,10.003,245,,1.95
1,16.67,0.53,14.69,0.88,16.64,1564527600,0,9.383,276,11.3,4.76
2,15.77,0.36,15.0,0.96,15.64,1564531200,0,9.383,267,,0.99
3,15.12,0.36,14.95,1.0,14.95,1564534800,0,10.003,170,,2.6
4,14.78,0.75,14.64,1.0,14.64,1564538400,0,8.763,240,,5.7
5,14.78,0.75,14.64,1.0,14.64,1564542000,0,9.383,210,,1.84
6,14.78,0.36,14.64,1.0,14.64,1564545600,0,9.383,176,,1.5
7,15.43,0.36,14.69,0.96,15.33,1564549200,0,8.296,251,,2.6
8,15.43,0.36,14.69,0.96,15.33,1564552800,1,9.691,240,,1.5
9,16.74,0.36,14.69,0.88,16.72,1564556400,2,9.691,239,,1.84
10,17.71,0.36,14.0,0.79,17.71,1564560000,3,10.003,243,,3.25
11,18.41,0.53,13.62,0.74,18.41,1564563600,5,10.003,245,,2.0
12,20.03,0.53,13.31,0.65,20.03,1564567200,6,10.003,260,,2.09
13,20.71,0.53,13.0,0.61,20.71,1564570800,6,10.003,228,,2.09
14,20.03,0.53,12.62,0.62,20.03,1564574400,6,10.003,350,,2.95
15,20.71,0.53,11.93,0.57,20.71,1564578000,6,10.003,320,,2.6
16,21.71,0.53,12.62,0.56,21.71,1564581600,4,10.003,111,,2.44
17,22.02,0.53,12.62,0.55,22.02,1564585200,3,10.003,49,,2.95
18,21.02,0.36,11.93,0.56,21.02,1564588800,2,10.003,88,,2.41
19,20.65,0.36,11.62,0.56,20.65,1564592400,1,10.003,60,,2.56
20,20.34,0.36,11.62,0.57,20.34,1564596000,0,10.003,50,,2.09
21,19.65,0.53,10.93,0.57,19.65,1564599600,0,9.383,314,,2.76
22,18.72,0.36,11.55,0.63,18.72,1564603200,0,9.383,330,,1.76
23,17.34,0.75,11.55,0.69,17.34,1564606800,0,9.691,293,,2.56
