,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,4.7,1.0,1.41,0.71,6.22,1552086000,0.0,10.003,256.0,,2.09
1,4.57,1.0,1.58,0.68,7.05,1552089600,0.0,10.003,223.0,,3.65
2,5.71,1.0,1.41,0.6,8.64,1552093200,0.0,10.003,210.0,,5.47
3,5.2,1.0,1.41,0.6,8.64,1552096800,0.0,10.003,214.0,8.8,6.98
4,4.94,0.9,1.41,0.6,8.64,1552100400,0.0,10.003,216.0,11.99,7.86
5,4.59,1.0,3.0,0.68,8.64,1552104000,0.0,10.003,237.0,12.39,9.21
6,3.33,0.9,3.42,0.75,7.64,1552107600,0.0,10.003,236.0,,8.98
7,3.42,1.0,4.01,0.78,7.64,1552111200,0.0,10.003,237.0,,8.66
8,8.23,,4.42,0.77,8.23,1552114800,,,,,
9,6.46,0.75,5.0,0.72,9.81,1552118400,1.0,10.003,226.0,10.3,7.86
10,10.22,0.75,5.41,0.72,10.22,1552122000,1.0,10.003,237.0,,6.34
11,11.22,0.9,5.41,0.67,11.22,1552125600,2.0,10.003,231.0,,7.57
12,11.81,0.9,5.41,0.65,11.81,1552129200,2.0,10.003,238.0,,8.45
13,11.63,0.75,5.41,0.66,11.63,1552132800,3.0,10.003,241.0,13.9,7.86
14,12.22,0.77,5.41,0.63,12.22,1552136400,2.0,10.003,225.0,13.4,9.98
15,11.81,0.75,6.41,0.7,11.81,1552140000,2.0,10.003,221.0,14.76,9.21
16,13.23,0.9,4.42,0.55,13.23,1552147200,0.0,10.003,253.0,17.5,12.9
17,12.64,0.42,2.41,0.5,12.64,1552150800,0.0,10.003,258.0,17.71,12.44
18,12.22,0.57,2.41,0.51,12.22,1552154400,0.0,10.003,263.0,15.8,10.22
19,11.63,0.75,3.0,0.55,11.63,1552158000,0.0,10.003,267.0,14.4,9.21
20,7.84,0.9,4.83,0.74,9.23,1552161600,0.0,10.003,286.0,12.39,2.6
21,11.22,0.9,3.42,0.59,11.22,1552165200,0.0,10.003,278.0,12.9,5.3
