,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-7.43,0.83,-4.3,0.95,-3.66,1548025200,0,7.986,41,2.56
1,-6.71,1.0,-4.3,0.95,-3.66,1548028800,0,7.986,35,2.0
2,-6.49,0.83,-4.3,0.95,-3.66,1548032400,0,7.923,41,1.84
3,-6.92,0.83,-4.3,0.95,-3.66,1548036000,0,8.049,26,2.15
4,-7.64,0.83,-4.99,0.9,-3.66,1548039600,0,8.08,60,2.76
5,-8.46,0.61,-4.99,0.95,-4.34,1548043200,0,8.142,60,2.76
6,-9.28,0.44,-5.68,0.95,-5.03,1548046800,0,8.142,356,2.76
7,-8.67,0.44,-5.68,0.95,-5.03,1548050400,0,8.142,354,2.25
8,-8.88,1.0,-5.73,1.0,-5.73,1548054000,0,7.387,0,1.84
9,-9.74,1.0,-6.38,0.95,-5.73,1548057600,0,6.452,336,2.44
10,-8.08,1.0,-5.68,0.95,-5.03,1548061200,0,7.769,356,1.84
11,-7.65,1.0,-5.68,0.9,-4.34,1548064800,1,7.769,41,2.09
12,-6.85,1.0,-4.99,0.9,-3.66,1548068400,1,7.769,30,2.09
13,-4.8,1.0,-4.99,0.84,-2.67,1548072000,1,7.83,41,1.5
14,-5.91,0.61,-4.99,0.84,-2.67,1548075600,1,7.893,18,2.26
15,-6.12,0.61,-4.99,0.84,-2.67,1548079200,0,7.893,10,2.44
16,-5.44,0.44,-4.99,0.84,-2.67,1548082800,0,7.862,13,1.91
17,-7.11,0.44,-4.99,0.88,-3.35,1548086400,0,7.862,80,2.6
18,-6.49,0.83,-4.99,0.88,-3.35,1548090000,0,8.389,350,2.09
19,-6.49,0.83,-4.99,0.88,-3.35,1548093600,0,8.389,6,2.09
20,-6.49,0.83,-4.99,0.88,-3.35,1548097200,0,7.696,110,2.09
21,-5.29,0.83,-4.99,0.88,-3.35,1548100800,0,8.296,77,1.35
22,-4.03,0.83,-5.3,0.91,-4.03,1548104400,0,8.389,75,1.0
23,-6.36,0.75,-5.3,0.91,-4.03,1548108000,0,8.452,230,1.5
