,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,17.33,1.0,15.41,0.89,17.22,1564783200,0,10.003,251,,0.62
1,16.38,0.44,15.41,0.95,16.22,1564786800,0,10.003,230,,0.87
2,16.81,1.0,14.41,0.86,16.81,1564790400,0,10.003,280,,2.44
3,16.81,1.0,14.41,0.86,16.81,1564794000,0,10.003,236,,2.15
4,17.4,1.0,14.41,0.83,17.4,1564797600,0,10.003,216,,4.6
5,17.81,0.9,14.0,0.78,17.81,1564801200,0,10.003,280,10.8,5.54
6,17.64,0.9,14.41,0.81,17.64,1564804800,0,10.003,304,8.21,5.35
7,17.26,0.9,15.0,0.87,17.22,1564808400,0,10.003,351,,4.68
8,17.81,0.9,14.83,0.83,17.81,1564812000,1,10.003,343,,3.98
9,18.81,0.9,14.83,0.78,18.81,1564815600,2,10.003,4,8.21,4.19
10,19.23,0.9,14.0,0.72,19.23,1564819200,3,10.003,350,,4.31
11,21.23,0.62,14.0,0.63,21.23,1564822800,4,10.003,10,,4.22
12,22.23,0.62,13.0,0.56,22.23,1564826400,5,10.003,342,,4.31
13,22.81,0.62,13.0,0.54,22.81,1564830000,5,10.003,354,,3.81
14,24.39,0.77,12.41,0.47,24.39,1564833600,5,10.003,357,,2.93
15,24.63,0.62,12.0,0.45,24.63,1564837200,5,10.003,350,,4.11
16,25.05,0.62,12.0,0.44,25.05,1564840800,4,10.003,348,,4.6
17,24.81,0.08,11.41,0.43,24.81,1564844400,4,10.003,343,,3.22
18,26.23,0.33,11.41,0.4,26.23,1564848000,2,10.003,339,,3.63
19,25.22,0.19,11.41,0.42,25.22,1564851600,1,10.003,343,11.3,5.09
20,24.22,0.0,11.41,0.45,24.22,1564855200,0,10.003,331,,4.31
21,22.64,0.0,11.41,0.49,22.64,1564858800,0,10.003,337,,3.43
22,20.64,0.0,12.0,0.58,20.64,1564862400,0,10.003,337,,2.6
