,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,16.81,0.0,11.41,0.7,16.81,1563314400,0,10.003,325,,1.75
1,16.05,0.0,11.41,0.74,16.05,1563318000,0,10.003,41,,1.49
2,15.64,0.0,11.41,0.76,15.64,1563321600,0,10.003,41,,1.49
3,15.22,0.0,10.99,0.76,15.22,1563325200,0,10.003,20,,1.28
4,14.64,0.0,10.99,0.79,14.64,1563328800,0,10.003,30,,1.7
5,13.64,0.0,10.99,0.84,13.64,1563332400,0,10.003,356,,2.37
6,13.64,0.0,10.99,0.84,13.64,1563336000,0,10.003,20,,1.49
7,14.22,0.0,10.99,0.81,14.22,1563339600,0,10.003,25,,3.52
8,15.22,0.0,10.99,0.76,15.22,1563343200,1,10.003,34,,2.93
9,17.22,0.0,12.0,0.71,17.22,1563346800,2,10.003,48,,2.93
10,18.22,0.0,12.0,0.67,18.22,1563350400,4,10.003,20,,1.7
11,19.23,0.33,12.0,0.63,19.23,1563354000,5,10.003,26,,2.51
12,21.4,0.19,10.99,0.52,21.4,1563357600,7,10.003,44,,2.09
13,22.81,0.08,11.41,0.49,22.81,1563361200,8,10.003,0,6.7,2.09
14,23.8,0.19,12.0,0.48,23.8,1563364800,8,10.003,200,,1.5
15,23.8,0.19,10.99,0.45,23.8,1563368400,7,10.003,230,,1.28
16,25.81,0.08,9.99,0.37,25.81,1563372000,6,10.003,274,,3.39
17,26.23,0.0,9.99,0.36,26.23,1563375600,4,10.003,334,,2.16
18,26.23,0.0,9.41,0.35,26.23,1563379200,2,10.003,329,,3.9
19,25.22,0.0,9.99,0.38,25.22,1563382800,1,10.003,6,,2.3
20,24.63,0.0,8.24,0.35,24.63,1563386400,0,10.003,319,,3.43
21,22.64,0.0,7.41,0.38,22.64,1563390000,0,10.003,343,,2.78
22,20.06,0.0,9.65,0.51,20.06,1563393600,0,10.003,33,,3.59
23,18.05,0.0,11.41,0.65,18.05,1563397200,0,10.003,30,,2.11
