,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,6.76,,2.69,0.71,7.65,1568844000,0,10.003,328,1.69
1,6.96,,2.69,0.74,6.96,1568847600,0,10.003,342,1.16
2,5.68,,2.69,0.77,6.34,1568851200,0,10.003,14,1.34
3,3.34,,2.69,0.83,5.33,1568854800,0,10.003,355,2.44
4,4.01,0.19,2.69,0.81,5.64,1568858400,0,10.003,328,2.11
5,4.1,0.19,2.69,0.83,5.33,1568862000,0,10.003,359,1.69
6,3.54,0.75,1.68,0.81,4.64,1568865600,0,10.003,41,1.5
7,4.1,0.75,2.37,0.81,5.33,1568869200,0,10.003,13,1.69
8,3.51,0.75,2.37,0.81,5.33,1568872800,0,10.003,351,2.25
9,5.22,0.75,3.39,0.78,7.03,1568876400,1,10.003,41,2.6
10,7.21,0.19,3.7,0.69,9.02,1568880000,2,10.003,66,3.21
11,11.02,0.19,3.7,0.61,11.02,1568883600,3,10.003,60,4.6
12,13.02,0.19,3.7,0.53,13.02,1568887200,4,10.003,66,4.25
13,13.33,0.19,2.69,0.48,13.33,1568890800,5,10.003,50,4.75
14,14.33,0.19,2.69,0.45,14.33,1568894400,4,10.003,22,4.06
15,14.64,0.19,2.69,0.45,14.64,1568898000,4,10.003,9,4.6
16,14.64,0.19,2.69,0.45,14.64,1568901600,2,10.003,41,3.91
17,14.33,0.44,1.68,0.42,14.33,1568905200,1,10.003,34,3.91
18,14.33,0.44,1.68,0.42,14.33,1568908800,0,10.003,36,4.75
19,13.33,0.44,1.3,0.44,13.33,1568912400,0,10.003,26,4.6
20,10.64,0.44,1.61,0.54,10.64,1568916000,0,10.003,25,3.44
21,10.33,0.44,0.99,0.52,10.33,1568919600,0,10.003,25,3.29
22,6.45,0.19,1.68,0.63,8.33,1568923200,0,10.003,41,3.1
23,6.11,0.19,0.99,0.63,7.65,1568926800,0,10.003,52,2.41
