,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,5.99,0.33,5.41,0.85,7.79,1570312800,0,10.003,75,2.81
1,6.83,0.77,5.41,0.82,8.38,1570316400,0,10.003,82,2.6
2,6.66,1.0,5.41,0.79,8.8,1570320000,0,10.003,69,3.72
3,6.89,1.0,5.41,0.79,8.8,1570323600,0,10.003,72,3.31
4,6.18,0.66,5.41,0.83,8.21,1570327200,0,10.003,78,3.31
5,5.9,0.77,4.42,0.77,8.21,1570330800,0,10.003,79,3.81
6,5.66,0.77,4.42,0.77,8.21,1570334400,0,10.003,78,4.31
7,5.4,0.66,4.42,0.77,8.21,1570338000,0,10.003,81,4.89
8,5.62,0.66,4.42,0.77,8.21,1570341600,0,10.003,74,4.4
9,5.62,0.66,4.42,0.77,8.21,1570345200,0,10.003,78,4.4
10,6.37,0.52,5.0,0.78,8.63,1570348800,1,10.003,79,3.89
11,5.62,0.75,6.0,0.86,8.21,1570352400,2,10.003,89,4.4
12,5.32,1.0,6.41,0.88,8.21,1570356000,2,10.003,92,5.09
13,5.44,1.0,6.99,0.92,8.21,1570359600,2,7.246,81,4.81
14,5.4,1.0,6.99,0.92,8.21,1570363200,2,5.588,85,4.89
15,6.65,0.9,7.41,0.89,9.21,1570366800,2,6.004,85,4.89
16,6.65,0.9,8.0,0.92,9.21,1570370400,1,4.756,86,4.89
17,6.65,0.9,8.42,0.95,9.21,1570374000,1,5.588,78,4.89
18,6.76,0.9,8.42,0.95,9.21,1570377600,0,7.761,78,4.6
19,6.95,0.9,8.0,0.92,9.21,1570381200,0,7.719,83,4.18
20,6.89,0.9,8.0,0.92,9.21,1570384800,0,7.586,71,4.31
21,6.5,0.9,7.41,0.89,9.21,1570388400,0,7.339,65,5.27
22,7.17,0.9,7.41,0.89,9.21,1570392000,0,7.304,50,3.72
23,6.95,0.9,7.41,0.89,9.21,1570395600,0,7.513,37,4.18
