,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,0.66,1.0,0.99,0.77,cloudy,349.1,,0.127,0.2,rain,1006.8,Stark bewölkt,4.71,1580166000,0,16.093,217,15.56,5.7
1,0.4,1.0,1.4,0.8,rain,355.8,,0.1584,0.27,rain,1006.0,Nieselregen möglich,4.63,1580169600,0,16.093,215,15.55,6.08
2,0.56,1.0,1.7,0.8,rain,361.2,,0.1374,0.26,rain,1004.9,Nieselregen möglich,4.92,1580173200,0,16.093,219,15.41,6.58
3,0.28,1.0,1.59,0.8,rain,365.4,,0.4424,0.42,rain,1004.3,Leichter Regen möglich,4.68,1580176800,0,16.093,224,15.13,6.51
4,0.08,1.0,1.4,0.81,rain,369.1,,0.6957,0.47,rain,1003.7,Leichter Regen möglich,4.44,1580180400,0,16.093,226,14.77,6.25
5,0.2,0.94,1.25,0.81,rain,371.8,,0.4635,0.44,rain,1003.0,Leichter Regen möglich,4.3,1580184000,0,16.093,220,14.26,5.55
6,0.2,0.87,0.87,0.8,rain,373.9,,0.1988,0.4,rain,1002.4,Nieselregen möglich,3.96,1580187600,0,16.093,211,13.67,4.67
7,0.5,0.83,1.01,0.81,rain,372.8,,0.3091,0.47,rain,1001.6,Leichter Regen möglich,3.97,1580191200,0,16.093,207,12.3,4.16
8,0.5,0.87,1.14,0.79,rain,377.1,,0.2483,0.43,rain,1000.9,Leichter Regen möglich,4.42,1580194800,0,16.093,217,14.09,5.23
9,0.39,0.94,1.21,0.77,rain,383.0,,0.2295,0.42,rain,1000.3,Nieselregen möglich,4.89,1580198400,0,16.093,230,16.94,6.93
10,-0.6,1.0,0.83,0.77,rain,390.3,,0.2447,0.48,rain,1000.1,Leichter Regen möglich und frische Brise,4.46,1580202000,0,14.914,231,19.21,8.22
11,-1.63,1.0,-0.23,0.75,rain,400.2,,0.2525,0.47,rain,1000.7,Leichter Regen möglich und frische Brise,3.82,1580205600,1,11.144,213,20.45,8.82
12,-2.71,1.0,-1.29,0.73,rain,411.4,,0.3419,0.48,rain,1001.8,Leichter Regen möglich und Sturm,3.04,1580209200,1,6.875,277,21.13,9.04
13,-3.51,1.0,-2.04,0.72,snow,420.7,0.2076,0.4212,0.48,snow,1002.8,Leichter Schneefall möglich und Sturm,2.43,1580212800,1,4.718,265,21.17,9.02
14,-3.9,1.0,-2.99,0.68,snow,421.2,0.1216,0.2119,0.31,snow,1003.4,Leichter Schneefall möglich und frische Brise,2.27,1580216400,1,16.093,259,20.17,9.56
15,-3.92,1.0,-2.8,0.71,snow,428.0,0.0822,0.1336,0.3,snow,1004.0,Leichter Schneefall möglich und frische Brise,1.99,1580220000,0,14.114,259,18.71,8.53
16,-4.0,1.0,-2.86,0.72,snow,433.0,0.0812,0.1245,0.29,snow,1004.7,Leichter Schneefall möglich und frische Brise,1.69,1580223600,0,10.444,258,17.56,7.67
17,-4.28,0.98,-3.33,0.71,snow,435.5,0.0808,0.1173,0.26,snow,1005.6,Leichter Schneefall möglich,1.35,1580227200,0,11.715,250,17.16,7.25
18,-4.39,0.96,-3.66,0.7,cloudy,436.1,0.0806,0.1166,0.23,snow,1006.7,Stark bewölkt,1.18,1580230800,0,15.394,268,17.02,6.99
19,-4.41,0.94,-3.83,0.7,cloudy,435.4,0.0822,0.1192,0.18,snow,1007.5,Stark bewölkt,1.05,1580234400,0,16.093,261,16.55,6.66
20,-4.04,0.88,-3.89,0.71,cloudy,430.3,0.0074,0.0108,0.06,snow,1007.9,Stark bewölkt,0.86,1580238000,0,16.093,256,14.11,5.36
21,-3.9,0.81,-3.68,0.72,partly-cloudy-night,427.0,0.0072,0.0106,0.06,snow,1007.9,Überwiegend bewölkt,0.84,1580241600,0,16.093,254,13.59,5.07
22,-3.89,0.76,-3.49,0.74,partly-cloudy-night,424.9,0.0162,0.0228,0.07,snow,1007.8,Überwiegend bewölkt,0.7,1580245200,0,16.093,251,13.06,4.74
23,-3.6,0.76,-3.35,0.75,partly-cloudy-night,425.5,0.0468,0.0626,0.09,snow,1007.5,Überwiegend bewölkt,0.54,1580248800,0,16.093,247,12.21,3.98
