,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,13.23,0.62,12.59,0.96,13.23,1567893600,0,10.003,240,0.87
1,13.23,0.62,12.0,0.92,13.23,1567897200,0,10.003,251,0.87
2,12.81,0.66,11.41,0.91,12.81,1567900800,0,10.003,221,0.62
3,12.22,0.66,10.99,0.92,12.22,1567904400,0,10.003,329,1.5
4,12.22,0.52,10.99,0.92,12.22,1567908000,0,10.003,0,1.5
5,12.22,0.29,10.99,0.92,12.22,1567911600,0,10.003,300,0.62
6,12.22,0.57,10.99,0.92,12.22,1567915200,0,9.414,251,0.62
7,12.22,0.75,10.99,0.92,12.22,1567918800,0,7.76,338,1.96
8,12.22,0.57,10.99,0.92,12.22,1567922400,0,8.349,354,2.09
9,12.22,0.57,10.99,0.92,12.22,1567926000,1,10.003,15,2.3
10,13.23,0.29,10.58,0.84,13.23,1567929600,2,10.003,26,3.48
11,13.23,0.77,10.99,0.86,13.23,1567933200,3,10.003,20,2.3
12,13.64,0.62,10.99,0.84,13.64,1567936800,4,10.003,8,3.1
13,13.64,0.9,10.99,0.84,13.64,1567940400,4,10.003,15,2.81
14,14.22,0.9,10.99,0.81,14.22,1567944000,3,10.003,26,3.39
15,14.64,0.9,10.99,0.79,14.64,1567947600,3,10.003,5,3.01
16,15.22,0.77,10.99,0.76,15.22,1567951200,2,10.003,353,3.19
17,16.22,0.62,11.58,0.74,16.22,1567954800,2,10.003,23,2.89
18,15.64,0.52,10.58,0.72,15.64,1567958400,1,10.003,23,3.39
19,14.81,0.9,11.58,0.81,14.81,1567962000,0,10.003,19,2.09
20,13.23,1.0,12.0,0.92,13.23,1567965600,0,10.003,355,2.68
21,13.23,0.75,11.41,0.89,13.23,1567969200,0,10.003,341,3.19
22,13.23,0.9,10.99,0.86,13.23,1567972800,0,10.003,329,2.89
23,12.22,0.9,10.82,0.91,12.22,1567976400,0,10.003,346,2.89
