,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,8.53,0.77,5.41,0.75,9.64,1551394800,0.0,10.003,236,,2.3
1,7.09,0.75,6.41,0.83,9.23,1551398400,0.0,10.003,233,,3.92
2,7.19,0.9,6.41,0.83,9.23,1551402000,0.0,10.003,240,,3.72
3,6.52,0.9,6.0,0.8,9.23,1551405600,0.0,10.003,230,,5.26
4,6.09,0.77,6.41,0.86,8.64,1551409200,0.0,10.003,221,,4.51
5,6.43,0.75,6.41,0.88,8.23,1551412800,0.0,10.003,212,,2.93
6,6.57,0.75,6.41,0.88,8.23,1551416400,0.0,10.003,204,,2.72
7,6.43,0.9,6.41,0.88,8.23,1551420000,0.0,10.003,204,,2.93
8,8.23,0.9,6.41,0.88,8.23,1551423600,0.0,8.005,180,,1.08
9,6.86,0.9,7.59,0.92,8.81,1551427200,0.0,10.003,235,,3.39
10,7.14,0.9,7.41,0.88,9.23,1551430800,1.0,10.003,248,,3.81
11,10.22,0.9,6.99,0.8,10.22,1551434400,2.0,10.003,259,,3.3
12,11.22,0.9,6.41,0.72,11.22,1551438000,2.0,10.003,300,7.7,3.98
13,10.63,0.9,5.41,0.7,10.63,1551441600,2.0,10.003,298,,5.91
14,10.22,0.9,5.41,0.72,10.22,1551445200,2.0,10.003,317,,4.47
15,10.63,0.9,4.83,0.67,10.63,1551448800,1.0,10.003,300,,6.33
16,6.65,0.9,4.42,0.7,9.64,1551452400,1.0,9.177,328,,6.41
17,5.62,,4.42,0.75,8.64,1551456000,,,294,,5.7
18,7.14,0.9,4.42,0.72,9.23,1551459600,0.0,9.587,306,,3.81
19,6.49,0.9,4.42,0.75,8.64,1551463200,0.0,10.003,296,,3.69
20,5.68,0.9,4.42,0.75,8.64,1551466800,0.0,10.003,294,,5.54
21,4.2,0.9,2.41,0.72,7.22,1551474000,0.0,10.003,306,,4.8
22,5.37,0.9,2.41,0.72,7.22,1551477600,0.0,10.003,299,8.8,2.72
