,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,6.3,0.99,7.46,0.95,rain,355.2,5.2093,0.87,rain,1004.3,Regen,8.26,1580770800,0,4.003,42,5.53,3.21
1,5.35,0.99,6.81,0.93,rain,360.8,5.7257,0.87,rain,1002.9,Regen,7.81,1580774400,0,5.869,332,6.26,3.92
2,3.37,0.99,4.39,0.85,rain,364.8,3.5293,0.8,rain,1003.6,Regen,6.77,1580778000,0,11.46,312,11.32,5.41
3,2.26,0.99,3.36,0.82,rain,367.2,1.4035,0.68,rain,1004.7,Regen,6.15,1580781600,0,16.093,312,13.2,6.25
4,1.45,0.99,2.36,0.79,rain,372.3,0.495,0.46,rain,1006.2,Leichter Regen möglich,5.69,1580785200,0,16.093,316,14.38,6.87
5,1.14,0.95,1.49,0.76,rain,383.4,0.2175,0.29,rain,1008.0,Nieselregen möglich,5.37,1580788800,0,16.093,309,14.25,6.59
6,0.9,0.9,0.57,0.73,cloudy,397.2,0.0794,0.18,rain,1010.3,Stark bewölkt,4.98,1580792400,0,16.093,299,13.4,5.95
7,1.08,0.86,-0.46,0.69,partly-cloudy-night,408.8,0.015,0.09,rain,1012.2,Überwiegend bewölkt,4.73,1580796000,0,16.093,272,11.73,4.83
8,1.06,0.84,-0.44,0.69,partly-cloudy-night,413.4,0.0143,0.09,rain,1013.2,Überwiegend bewölkt,4.71,1580799600,0,16.093,223,11.25,4.82
9,1.07,0.82,-0.01,0.71,partly-cloudy-day,414.7,0.0346,0.14,rain,1013.7,Überwiegend bewölkt,4.84,1580803200,0,11.477,336,10.92,5.15
10,1.26,0.81,0.33,0.71,partly-cloudy-day,415.7,0.0705,0.18,rain,1014.1,Überwiegend bewölkt,5.08,1580806800,0,6.406,274,10.53,5.41
11,1.64,0.85,0.52,0.71,partly-cloudy-day,417.9,0.0756,0.2,rain,1014.5,Überwiegend bewölkt,5.38,1580810400,1,4.262,274,9.86,5.39
12,2.19,0.88,0.69,0.7,rain,419.6,0.0743,0.27,rain,1014.8,Nieselregen möglich,5.76,1580814000,1,4.003,279,9.18,5.2
13,2.84,0.9,0.85,0.68,rain,420.1,0.0894,0.32,rain,1015.1,Nieselregen möglich,6.27,1580817600,1,5.727,291,8.64,5.19
14,4.24,0.87,-0.01,0.6,partly-cloudy-day,422.7,0.0761,0.13,rain,1015.4,Überwiegend bewölkt,7.31,1580821200,1,16.093,286,8.7,4.97
15,3.97,0.81,-0.28,0.59,partly-cloudy-day,418.6,0.1584,0.18,rain,1015.8,Überwiegend bewölkt,7.09,1580824800,0,16.093,293,9.31,4.94
16,2.36,0.77,-0.43,0.64,partly-cloudy-day,414.1,0.2181,0.23,rain,1016.5,Überwiegend bewölkt,5.78,1580828400,0,16.093,295,9.64,4.91
17,2.07,0.79,-0.22,0.67,partly-cloudy-day,409.5,0.1401,0.21,rain,1017.5,Überwiegend bewölkt,5.44,1580832000,0,16.093,293,9.7,4.63
18,1.93,0.83,0.2,0.7,partly-cloudy-night,404.7,0.043,0.15,rain,1018.7,Überwiegend bewölkt,5.15,1580835600,0,16.093,290,9.47,4.21
19,1.98,0.88,0.68,0.74,cloudy,393.0,0.0072,0.11,rain,1020.5,Stark bewölkt,4.91,1580839200,0,16.093,280,8.71,3.61
20,2.28,0.93,0.91,0.75,cloudy,388.7,0.0087,0.07,rain,1021.4,Stark bewölkt,4.95,1580842800,0,16.093,285,7.92,3.23
21,2.65,0.98,1.07,0.76,cloudy,385.4,0.0193,0.07,rain,1022.1,Stark bewölkt,5.03,1580846400,0,16.093,295,7.02,2.85
22,2.57,0.99,1.15,0.77,cloudy,382.1,0.0288,0.08,rain,1022.9,Stark bewölkt,4.91,1580850000,0,16.093,302,6.6,2.77
23,2.34,0.91,1.18,0.77,cloudy,378.0,0.0168,0.06,rain,1024.0,Stark bewölkt,4.8,1580853600,0,16.093,309,7.11,2.9
