,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,13.81,0.64,10.23,0.79,partly-cloudy-night,277.7,0.0,0.0,,1015.2,Überwiegend bewölkt,13.81,1571954400,0,16.093,226,9.06,2.68
1,13.44,0.65,10.03,0.8,partly-cloudy-night,279.2,0.0,0.0,,1015.9,Überwiegend bewölkt,13.44,1571958000,0,16.093,218,8.43,2.6
2,13.17,0.7,9.88,0.8,partly-cloudy-night,280.6,0.0,0.0,,1016.5,Überwiegend bewölkt,13.17,1571961600,0,16.093,214,8.05,2.57
3,13.59,0.79,10.78,0.83,partly-cloudy-night,288.0,0.0,0.0,,1016.8,Überwiegend bewölkt,13.59,1571965200,0,16.093,216,8.98,2.97
4,12.98,0.89,10.7,0.86,cloudy,289.3,0.0,0.0,,1017.2,Stark bewölkt,12.98,1571968800,0,16.093,222,8.91,2.92
5,12.4,0.9,10.51,0.88,cloudy,288.5,0.0,0.0,,1017.8,Stark bewölkt,12.4,1571972400,0,16.093,227,8.72,2.98
6,11.94,0.83,10.38,0.9,partly-cloudy-night,283.8,0.0,0.0,,1019.0,Überwiegend bewölkt,11.94,1571976000,0,16.093,223,8.26,2.97
7,11.64,0.65,10.3,0.92,partly-cloudy-night,276.7,0.0078,0.02,rain,1019.7,Überwiegend bewölkt,11.64,1571979600,0,16.093,219,7.67,2.83
8,11.59,0.54,10.39,0.92,partly-cloudy-night,271.1,0.0128,0.02,rain,1020.3,Leicht bewölkt,11.59,1571983200,0,16.093,216,7.25,2.87
9,12.26,0.63,10.82,0.91,partly-cloudy-day,268.7,0.0114,0.03,rain,1021.2,Überwiegend bewölkt,12.26,1571986800,0,16.093,218,7.35,3.17
10,13.27,0.84,11.26,0.88,partly-cloudy-day,268.6,0.014,0.03,rain,1021.8,Überwiegend bewölkt,13.27,1571990400,1,16.093,221,7.36,3.49
11,14.3,0.97,11.24,0.82,cloudy,268.2,0.0209,0.03,rain,1022.3,Stark bewölkt,14.3,1571994000,1,16.093,223,7.3,3.72
12,15.17,0.97,10.91,0.76,cloudy,267.4,0.0236,0.03,rain,1022.5,Stark bewölkt,15.17,1571997600,2,16.093,224,7.11,3.97
13,16.29,0.97,10.38,0.68,cloudy,266.4,0.0223,0.02,rain,1022.5,Stark bewölkt,16.29,1572001200,2,16.093,225,6.85,4.31
14,17.06,0.98,10.04,0.63,cloudy,263.2,0.0,0.0,,1022.6,Stark bewölkt,17.06,1572004800,2,16.093,224,6.33,4.4
15,17.58,0.95,9.8,0.6,cloudy,261.6,0.0,0.0,,1022.4,Stark bewölkt,17.58,1572008400,1,16.093,226,6.08,4.24
16,17.52,0.95,10.23,0.62,cloudy,260.0,0.0,0.0,,1022.2,Stark bewölkt,17.52,1572012000,1,16.093,228,5.89,3.71
17,16.52,0.95,10.23,0.66,cloudy,258.9,0.0051,0.01,rain,1021.9,Stark bewölkt,16.52,1572015600,0,16.093,225,5.91,3.17
18,15.72,0.95,10.1,0.69,cloudy,258.6,0.0,0.0,,1022.0,Stark bewölkt,15.72,1572019200,0,16.093,213,6.31,2.74
19,14.73,0.97,9.94,0.73,cloudy,258.6,0.0,0.0,,1022.1,Stark bewölkt,14.73,1572022800,0,16.093,198,6.91,2.55
20,14.01,0.95,9.95,0.77,cloudy,258.4,0.0,0.0,,1022.2,Stark bewölkt,14.01,1572026400,0,16.093,189,7.36,2.37
21,13.56,0.9,10.05,0.79,cloudy,260.2,0.0,0.0,,1022.2,Stark bewölkt,13.56,1572030000,0,16.093,188,6.91,2.22
22,13.13,0.86,9.92,0.81,partly-cloudy-night,259.7,0.0,0.0,,1022.0,Überwiegend bewölkt,13.13,1572033600,0,16.093,196,7.04,2.44
23,12.65,0.79,9.89,0.83,partly-cloudy-night,258.5,0.0,0.0,,1021.9,Überwiegend bewölkt,12.65,1572037200,0,16.093,201,7.05,2.45
