,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,15.71,0.75,13.69,0.88,15.71,1560636000,0,8.265,237,3.21
1,14.33,0.75,13.38,0.94,14.33,1560639600,0,7.692,254,2.72
2,13.68,,13.64,1.0,13.64,1560643200,0,9.691,248,3.6
3,13.68,0.75,13.64,1.0,13.64,1560646800,0,9.691,251,3.95
4,13.33,0.75,12.69,0.96,13.33,1560650400,0,9.07,240,2.56
5,13.33,1.0,12.69,0.96,13.33,1560657600,0,9.691,247,1.5
6,12.64,1.0,12.64,1.0,12.64,1560661200,0,9.691,265,2.6
7,12.95,0.75,12.69,0.98,12.95,1560664800,1,9.691,277,2.95
8,13.64,0.75,12.0,0.9,13.64,1560668400,2,9.691,282,2.44
9,14.33,0.75,12.69,0.9,14.33,1560672000,4,10.003,290,3.1
10,15.02,0.75,12.31,0.84,15.02,1560675600,5,8.017,289,2.25
11,15.71,0.44,12.31,0.8,15.71,1560679200,7,8.017,279,2.11
12,16.33,0.75,12.69,0.79,16.33,1560682800,6,8.142,314,2.99
13,17.34,0.75,12.31,0.72,17.34,1560686400,6,9.691,11,2.09
14,18.72,0.44,11.31,0.62,18.72,1560690000,6,10.003,240,4.11
15,18.33,0.44,11.69,0.65,18.33,1560693600,5,10.003,344,1.5
16,18.65,0.19,10.99,0.61,18.65,1560697200,4,10.003,0,1.5
17,20.03,0.19,11.31,0.57,20.03,1560700800,2,10.003,60,2.6
18,19.65,0.19,10.99,0.57,19.65,1560704400,1,10.003,20,1.5
19,18.33,0.27,12.0,0.67,18.33,1560708000,0,10.003,52,2.44
20,17.65,0.27,11.69,0.68,17.65,1560711600,0,10.003,52,1.69
21,15.64,0.19,12.69,0.83,15.64,1560715200,0,10.003,52,1.69
22,13.95,0.19,12.0,0.88,13.95,1560718800,0,10.003,47,0.81
