,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-2.18,,-3.99,0.73,0.34,1553122800,0.0,10.003,71,2.09
1,0.34,,-3.99,0.73,0.34,1553126400,0.0,10.003,60,1.0
2,-1.91,,-4.3,0.75,-0.36,1553130000,0.0,10.003,4,1.35
3,-4.45,,-4.99,0.82,-2.36,1553133600,0.0,10.003,9,1.5
4,-4.99,0.19,-4.99,0.82,-2.36,1553137200,0.0,10.003,354,1.84
5,-6.51,0.19,-5.68,0.86,-3.73,1553140800,0.0,10.003,3,1.81
6,-5.72,0.19,-4.3,0.87,-2.36,1553144400,0.0,10.003,347,2.41
7,-1.12,0.19,-2.61,0.75,1.41,1553151600,0.0,10.003,15,2.27
8,0.9,0.19,-2.99,0.63,3.4,1553155200,1.0,10.003,56,2.62
9,2.26,,-3.3,0.52,5.72,1553158800,,,69,4.94
10,4.76,0.44,-3.3,0.45,8.02,1553162400,3.0,10.003,58,5.9
11,6.67,0.44,-3.99,0.38,9.71,1553166000,4.0,10.003,80,6.67
12,11.02,0.44,-3.99,0.35,11.02,1553169600,4.0,10.003,97,4.76
13,12.02,0.44,-4.3,0.32,12.02,1553173200,3.0,10.003,80,4.53
14,13.02,0.44,-3.92,0.31,13.02,1553176800,2.0,10.003,73,4.87
15,13.02,0.75,-4.61,0.29,13.02,1553180400,1.0,10.003,54,5.06
16,13.02,,-4.61,0.29,13.02,1553184000,,10.003,60,5.28
17,11.65,0.75,-3.61,0.34,11.65,1553187600,0.0,10.003,64,5.44
18,6.62,0.75,-2.3,0.46,8.64,1553191200,0.0,10.003,50,3.44
19,6.4,0.75,-2.99,0.48,7.33,1553194800,0.0,10.003,41,1.69
20,5.95,0.75,-2.3,0.55,5.95,1553198400,0.0,10.003,80,1.19
21,4.34,0.75,-2.61,0.61,4.34,1553202000,0.0,10.003,358,0.85
22,0.88,0.44,-2.61,0.67,2.96,1553205600,0.0,10.003,327,2.11
