,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,7.14,0.75,5.41,0.75,9.64,1551567600,0.0,10.003,219.0,,4.97
1,6.95,0.52,5.41,0.77,9.23,1551571200,0.0,10.003,210.0,,4.22
2,7.14,0.9,5.41,0.77,9.23,1551574800,0.0,10.003,207.0,,3.81
3,7.05,0.9,4.42,0.72,9.23,1551578400,0.0,10.003,211.0,,4.01
4,6.97,0.9,5.0,0.75,9.23,1551582000,0.0,10.003,213.0,,4.18
5,7.13,0.9,5.0,0.73,9.64,1551585600,0.0,10.003,207.0,,5.0
6,6.15,,5.0,0.75,9.23,1551589200,0.0,,211.0,,6.32
7,6.52,0.9,4.42,0.7,9.64,1551592800,0.0,10.003,220.0,,6.82
8,6.92,0.9,4.42,0.7,9.64,1551596400,0.0,10.003,212.0,,5.59
9,9.64,,4.42,0.7,9.64,1551600000,,,,,
10,10.22,1.0,5.0,0.7,10.22,1551603600,1.0,10.003,227.0,,6.91
11,10.63,0.9,5.41,0.7,10.63,1551607200,2.0,10.003,218.0,14.91,7.04
12,11.63,0.9,5.41,0.66,11.63,1551610800,2.0,10.003,230.0,16.5,9.19
13,11.63,1.0,5.41,0.66,11.63,1551614400,2.0,10.003,225.0,9.8,8.27
14,11.22,0.9,6.0,0.7,11.22,1551618000,2.0,10.003,228.0,10.3,6.99
15,11.63,0.9,5.41,0.66,11.63,1551621600,1.0,10.003,229.0,10.8,7.29
16,11.63,0.9,5.41,0.66,11.63,1551628800,0.0,10.003,220.0,,5.55
17,11.63,0.9,5.41,0.66,11.63,1551636000,0.0,10.003,216.0,,6.62
18,11.63,0.9,5.0,0.64,11.63,1551639600,0.0,10.003,210.0,,5.47
19,11.63,0.9,5.41,0.66,11.63,1551643200,0.0,10.003,218.0,,4.68
20,11.63,,5.41,0.66,11.63,1551646800,0.0,,,,
21,11.63,0.42,5.41,0.66,11.63,1551650400,0.0,10.003,225.0,,5.45
