,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,5.13,0.97,4.53,0.96,cloudy,320.6,0.0,0.0,,1019.5,Stark bewölkt,5.13,1613775600,0,16.093,65,2.3,0.78
1,4.52,0.84,3.87,0.95,partly-cloudy-night,317.8,0.0,0.0,,1019.1,Überwiegend bewölkt,4.52,1613779200,0,16.093,63,1.29,0.62
2,4.8,0.94,4.23,0.96,cloudy,315.6,0.0,0.0,,1019.2,Stark bewölkt,4.8,1613782800,0,16.093,123,1.37,0.93
3,4.19,0.87,4.19,1.0,partly-cloudy-night,314.1,0.0,0.0,,1019.4,Überwiegend bewölkt,4.19,1613786400,0,16.093,161,1.58,0.84
4,4.03,0.82,4.03,1.0,partly-cloudy-night,310.9,0.0,0.0,,1019.3,Überwiegend bewölkt,4.03,1613790000,0,16.093,155,2.04,0.97
5,3.51,0.73,3.51,1.0,partly-cloudy-night,307.4,0.0,0.0,,1019.3,Überwiegend bewölkt,3.51,1613793600,0,16.093,150,2.1,0.94
6,2.87,0.85,2.87,1.0,partly-cloudy-night,305.1,0.0,0.0,,1019.2,Überwiegend bewölkt,2.87,1613797200,0,16.093,148,2.1,1.01
7,2.39,0.93,2.39,1.0,cloudy,306.8,0.0,0.0,,1019.5,Stark bewölkt,2.39,1613800800,0,16.093,115,1.62,0.95
8,2.8,0.99,2.8,1.0,cloudy,304.0,0.0,0.0,,1019.9,Stark bewölkt,2.8,1613804400,0,16.093,141,1.47,0.92
9,3.33,0.99,3.33,1.0,cloudy,301.0,0.0,0.0,,1020.2,Stark bewölkt,3.33,1613808000,0,16.093,159,1.75,1.07
10,4.78,0.99,4.35,0.97,cloudy,299.1,0.0,0.0,,1020.4,Stark bewölkt,4.78,1613811600,1,16.093,146,1.03,0.75
11,6.03,0.9,4.93,0.93,cloudy,298.2,0.0051,0.05,rain,1020.3,Stark bewölkt,6.03,1613815200,1,16.093,127,1.47,1.04
12,7.43,0.79,5.36,0.84,partly-cloudy-day,298.4,0.0,0.0,,1019.9,Überwiegend bewölkt,7.91,1613818800,2,16.093,143,2.17,1.37
13,10.42,0.68,6.4,0.76,partly-cloudy-day,299.4,0.0,0.0,,1018.7,Überwiegend bewölkt,10.42,1613822400,2,16.093,164,2.16,1.38
14,11.92,0.93,6.88,0.71,cloudy,299.1,0.0,0.0,,1018.0,Stark bewölkt,11.92,1613826000,2,16.093,160,2.54,1.57
15,13.67,1.0,6.96,0.64,cloudy,297.7,0.0,0.0,,1017.4,Stark bewölkt,13.67,1613829600,1,16.093,133,1.98,1.35
16,11.99,1.0,6.63,0.7,cloudy,296.7,0.0,0.0,,1017.2,Stark bewölkt,11.99,1613833200,0,16.093,115,1.44,1.27
17,12.0,0.98,6.84,0.71,cloudy,294.4,0.0,0.0,,1017.0,Stark bewölkt,12.0,1613836800,0,16.093,113,1.32,1.32
18,10.25,0.86,6.38,0.77,partly-cloudy-night,292.7,0.0,0.0,,1017.0,Überwiegend bewölkt,10.25,1613840400,0,16.093,119,1.27,1.27
19,9.33,0.39,6.16,0.81,partly-cloudy-night,293.1,0.0,0.0,,1017.3,Leicht bewölkt,9.33,1613844000,0,16.093,138,1.28,1.24
20,8.76,0.1,6.29,0.84,clear-night,291.6,0.0,0.0,,1017.5,Klar,8.76,1613847600,0,16.093,150,1.1,1.07
21,8.05,0.1,6.18,0.88,clear-night,290.4,0.0,0.0,,1017.7,Klar,8.05,1613851200,0,16.093,158,0.98,0.85
22,7.36,0.1,5.81,0.9,clear-night,289.7,0.0,0.0,,1017.9,Klar,7.36,1613854800,0,16.093,195,0.78,0.62
23,6.91,0.1,5.59,0.91,clear-night,289.3,0.0,0.0,,1018.1,Klar,6.91,1613858400,0,16.093,178,1.13,0.73
