,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,21.43,0.0,15.13,0.67,clear-night,293.7,0.0,0.0,,1016.9,Klar,21.43,1596232800,0,16.093,129,2.4,1.91
1,20.92,0.0,14.56,0.67,clear-night,294.0,0.0,0.0,,1016.7,Klar,20.92,1596236400,0,16.093,134,2.21,1.84
2,20.41,0.0,14.14,0.67,clear-night,294.2,0.0,0.0,,1016.5,Klar,20.41,1596240000,0,16.093,138,2.08,1.78
3,20.28,0.0,15.04,0.72,clear-night,293.7,0.0,0.0,,1016.1,Klar,20.28,1596243600,0,16.093,132,2.45,1.8
4,19.22,0.0,15.0,0.77,clear-night,293.8,0.0,0.0,,1015.8,Klar,19.22,1596247200,0,16.093,138,2.27,1.58
5,19.21,0.0,15.06,0.77,clear-night,293.0,0.0,0.0,,1015.7,Klar,19.21,1596250800,0,16.093,146,2.08,1.39
6,19.57,0.0,15.22,0.76,clear-night,290.7,0.0,0.0,,1015.8,Klar,19.57,1596254400,0,16.093,164,1.86,1.22
7,20.58,0.0,15.54,0.73,clear-day,287.5,0.0,0.0,,1015.8,Klar,20.56,1596258000,0,16.093,183,1.63,1.09
8,21.96,0.0,15.45,0.67,clear-day,284.5,0.0,0.0,,1015.8,Klar,21.96,1596261600,1,16.093,200,1.18,0.95
9,24.07,0.17,14.86,0.56,clear-day,283.7,0.0,0.0,,1015.7,Klar,24.07,1596265200,2,16.093,118,1.78,1.32
10,27.03,0.4,14.36,0.46,partly-cloudy-day,283.6,0.0,0.0,,1015.6,Leicht bewölkt,26.79,1596268800,4,16.093,14,2.8,1.9
11,28.59,0.59,13.62,0.4,partly-cloudy-day,283.6,0.0,0.0,,1015.5,Überwiegend bewölkt,28.59,1596272400,5,16.093,304,3.64,2.4
12,29.2,0.7,13.22,0.37,partly-cloudy-day,283.4,0.0,0.0,,1015.5,Überwiegend bewölkt,29.2,1596276000,5,16.093,291,4.12,2.76
13,29.32,0.76,12.98,0.37,partly-cloudy-day,283.1,0.0,0.0,,1015.7,Überwiegend bewölkt,29.32,1596279600,6,16.093,303,4.42,3.06
14,29.52,0.78,12.56,0.35,partly-cloudy-day,283.2,0.0,0.0,,1015.7,Überwiegend bewölkt,29.52,1596283200,5,16.093,317,4.64,3.2
15,29.57,0.72,13.75,0.38,partly-cloudy-day,286.5,0.0,0.0,,1015.6,Überwiegend bewölkt,29.57,1596286800,5,16.093,317,3.91,3.2
16,29.83,0.6,13.67,0.37,partly-cloudy-day,287.4,0.0079,0.01,rain,1015.1,Überwiegend bewölkt,29.83,1596290400,4,16.093,316,4.3,3.12
17,28.36,0.53,13.89,0.41,partly-cloudy-day,287.6,0.0155,0.03,rain,1014.5,Leicht bewölkt,28.36,1596294000,3,16.093,325,4.64,2.99
18,27.51,0.57,14.39,0.45,partly-cloudy-day,286.7,0.0289,0.08,rain,1014.4,Leicht bewölkt,27.47,1596297600,2,16.093,352,4.96,2.85
19,25.89,0.65,14.78,0.5,partly-cloudy-day,285.2,0.0928,0.11,rain,1014.4,Überwiegend bewölkt,25.89,1596301200,1,16.093,308,5.22,2.65
20,24.39,0.75,15.23,0.57,partly-cloudy-day,284.0,0.1841,0.14,rain,1014.5,Überwiegend bewölkt,24.39,1596304800,0,16.093,296,5.23,2.39
21,23.61,0.7,15.26,0.59,partly-cloudy-night,286.7,0.145,0.14,rain,1014.5,Überwiegend bewölkt,23.61,1596308400,0,16.093,345,3.9,1.95
22,22.35,0.6,15.34,0.65,partly-cloudy-night,284.8,0.1196,0.11,rain,1014.8,Überwiegend bewölkt,22.35,1596312000,0,16.093,157,3.11,1.5
23,21.24,0.55,15.23,0.69,partly-cloudy-night,283.6,0.1169,0.11,rain,1015.0,Leicht bewölkt,21.24,1596315600,0,16.093,185,2.44,1.18
