,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,11.65,,9.99,0.9,11.65,1565820000,0,10.003,311.0,,0.69
1,10.95,,10.68,0.98,10.95,1565823600,0,10.003,106.0,,1.34
2,10.64,,9.69,0.94,10.64,1565827200,0,10.003,80.0,,0.69
3,9.64,,9.0,0.96,9.64,1565830800,0,10.003,270.0,,0.34
4,9.64,,9.38,0.98,9.64,1565834400,0,10.003,,,0.0
5,9.33,0.19,9.33,1.0,9.33,1565838000,0,10.003,191.0,,1.0
6,8.64,0.75,8.64,1.0,8.64,1565841600,0,10.003,191.0,,1.0
7,9.33,0.75,9.33,1.0,9.33,1565845200,0,8.763,106.0,,1.0
8,11.71,0.75,9.38,0.86,11.71,1565848800,1,10.003,79.0,,1.0
9,13.02,0.36,9.69,0.8,13.02,1565852400,2,10.003,230.0,,2.09
10,13.64,0.36,10.99,0.84,13.64,1565856000,3,10.003,210.0,,2.6
11,14.64,0.36,12.69,0.88,14.64,1565859600,4,10.003,120.0,,1.5
12,17.4,0.36,13.38,0.77,17.4,1565863200,6,9.691,,,
13,19.1,0.36,12.69,0.66,19.1,1565866800,6,10.003,207.0,,3.25
14,20.4,0.44,13.0,0.63,20.4,1565870400,6,10.003,236.0,11.8,6.01
15,17.65,0.65,12.69,0.73,17.65,1565874000,5,10.003,259.0,11.8,8.3
16,18.65,0.53,13.0,0.7,18.65,1565877600,4,10.003,230.0,,4.22
17,20.34,0.36,13.31,0.64,20.34,1565881200,3,10.003,261.0,,5.36
18,19.34,0.53,12.93,0.66,19.34,1565884800,1,10.003,241.0,,3.13
19,18.41,0.53,12.69,0.69,18.41,1565888400,0,10.003,254.0,13.4,2.91
20,17.71,0.53,12.31,0.71,17.71,1565892000,0,10.003,245.0,,3.29
21,16.33,0.36,13.0,0.81,16.33,1565895600,0,10.003,221.0,,3.1
22,15.64,0.75,13.0,0.84,15.64,1565899200,0,10.003,230.0,,3.1
23,14.64,0.75,13.0,0.9,14.64,1565902800,0,10.003,232.0,,2.41
