,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,14.98,0.44,11.24,0.78,14.98,1558303200,0,10.003,342.0,,3.27
1,13.4,0.0,10.82,0.84,13.4,1558306800,0,10.003,221.0,,0.62
2,13.4,0.19,10.41,0.82,13.4,1558310400,0,10.003,322.0,,2.15
3,12.4,0.19,10.41,0.88,12.4,1558314000,0,10.003,,,0.0
4,11.39,0.0,9.41,0.88,11.39,1558317600,0,10.003,341.0,,2.09
5,10.98,0.0,9.0,0.88,10.98,1558321200,0,10.003,291.0,,1.85
6,10.98,0.0,9.0,0.88,10.98,1558324800,0,10.003,293.0,,1.85
7,11.39,0.19,9.58,0.89,11.39,1558328400,0,10.003,331.0,,2.44
8,14.22,0.66,10.99,0.81,14.22,1558332000,1,10.003,290.0,,3.48
9,14.22,0.66,10.99,0.81,14.22,1558335600,2,10.003,312.0,,3.43
10,14.64,0.66,11.58,0.82,14.64,1558339200,3,10.003,310.0,,5.26
11,16.22,0.52,12.0,0.76,16.22,1558342800,5,10.003,319.0,,5.25
12,16.64,0.33,12.0,0.74,16.64,1558346400,6,10.003,321.0,,5.35
13,18.22,0.62,12.41,0.69,18.22,1558350000,6,10.003,330.0,12.9,5.47
14,17.64,0.75,12.59,0.72,17.64,1558353600,5,10.003,328.0,10.99,6.7
15,16.22,0.62,12.0,0.76,16.22,1558357200,5,10.003,310.0,8.8,5.96
16,16.22,0.75,12.0,0.76,16.22,1558360800,4,9.587,312.0,10.3,7.61
17,15.22,0.62,12.41,0.83,15.22,1558364400,3,8.759,327.0,10.8,6.87
18,15.22,0.75,12.0,0.81,15.22,1558368000,2,8.759,300.0,8.8,5.09
19,15.22,0.75,11.41,0.78,15.22,1558371600,1,8.759,321.0,12.39,6.32
20,15.22,0.75,11.41,0.78,15.22,1558375200,0,9.177,326.0,12.15,6.58
21,15.22,0.75,11.41,0.78,15.22,1558378800,0,9.587,326.0,8.21,3.69
22,15.22,0.9,11.41,0.78,15.22,1558382400,0,9.587,316.0,9.3,6.04
23,14.22,0.9,11.41,0.83,14.22,1558386000,0,9.177,315.0,,4.01
