,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-3.42,0.53,-2.68,0.86,-0.68,1549234800,0,8.452,290.0,2.14
1,-3.55,0.53,-2.3,0.95,-1.66,1549238400,0,9.383,251.0,1.45
2,-1.66,0.36,-2.3,0.95,-1.66,1549242000,0,10.003,240.0,1.04
3,-1.66,0.36,-2.3,0.95,-1.66,1549245600,0,10.003,,0.0
4,-2.36,0.36,-2.36,1.0,-2.36,1549249200,0,10.003,,0.0
5,-1.66,0.36,-2.3,0.95,-1.66,1549252800,0,10.003,,0.0
6,-2.67,0.36,-2.99,0.98,-2.67,1549256400,0,10.003,270.0,1.04
7,-3.66,0.27,-3.66,1.0,-3.66,1549260000,0,7.522,290.0,1.04
8,-4.28,0.44,-4.28,1.0,-4.28,1549263600,0,6.916,80.0,0.34
9,-3.6,0.19,-3.6,1.0,-3.6,1549267200,0,6.916,90.0,0.69
10,-2.58,0.19,-3.24,0.95,-2.58,1549270800,1,6.916,90.0,0.69
11,-1.29,0.19,-2.61,0.91,-1.29,1549274400,1,7.986,20.0,0.5
12,-3.03,0.19,-3.61,0.8,-0.59,1549278000,2,9.383,152.0,1.91
13,-1.91,0.19,-3.3,0.73,1.03,1549281600,2,10.003,149.0,2.6
14,-2.62,0.19,-3.3,0.73,1.03,1549285200,1,10.003,150.0,3.44
15,-1.96,0.19,-3.99,0.68,1.33,1549288800,1,10.003,110.0,3.07
16,-0.82,0.19,-3.99,0.64,2.03,1549292400,0,10.003,116.0,2.72
17,-2.36,0.19,-3.3,0.77,0.34,1549296000,0,10.003,106.0,2.25
18,-4.04,0.44,-3.3,0.89,-1.66,1549299600,0,10.003,113.0,1.76
19,-4.15,0.75,-2.99,0.89,-1.35,1549303200,0,10.003,125.0,2.09
20,-4.92,0.75,-3.99,0.82,-1.35,1549306800,0,10.003,137.0,2.79
21,-4.35,0.75,-3.99,0.82,-1.35,1549310400,0,10.003,146.0,2.26
22,-3.37,0.75,-3.99,0.84,-1.66,1549314000,0,10.003,122.0,1.35
23,-2.67,0.75,-4.3,0.89,-2.67,1549317600,0,10.003,123.0,0.65
