,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-1.38,0.65,-0.61,0.84,1.72,1547593200,0,10.003,205,2.95
1,-2.13,0.75,-1.32,0.86,0.71,1547596800,0,10.003,218,2.44
2,-1.92,0.58,-1.32,0.86,0.71,1547600400,0,10.003,214,2.25
3,-1.22,0.58,-1.63,0.84,0.71,1547604000,0,10.003,212,1.69
4,-1.3,0.58,-1.63,0.86,0.4,1547607600,0,10.003,230,1.5
5,-2.49,0.65,-1.63,0.86,0.4,1547611200,0,10.003,202,2.44
6,-2.37,0.65,-1.63,0.91,-0.29,1547614800,0,9.691,221,1.69
7,-2.88,0.75,-2.3,0.91,-0.98,1547618400,0,8.452,200,1.5
8,-2.67,0.27,-3.3,0.95,-2.67,1547622000,0,8.452,236,1.19
9,-2.96,0.75,-2.61,0.91,-1.29,1547625600,0,9.691,204,1.35
10,-2.08,0.75,-2.61,0.84,-0.29,1547629200,0,10.003,206,1.5
11,-2.28,0.75,-1.63,0.84,0.71,1547632800,1,10.003,205,2.6
12,-1.49,0.75,-1.32,0.8,1.72,1547636400,1,10.003,236,3.07
13,0.55,0.75,-1.32,0.7,3.71,1547640000,1,10.003,230,3.56
14,1.67,0.75,-2.0,0.62,4.71,1547643600,1,10.003,221,3.72
15,2.83,0.75,-2.0,0.6,5.02,1547647200,0,10.003,221,2.62
16,1.4,0.75,0.06,0.75,4.02,1547650800,0,10.003,179,2.91
17,0.73,0.75,-0.61,0.75,3.33,1547654400,0,10.003,193,2.72
18,-1.28,0.75,-0.61,0.85,1.64,1547658000,0,10.003,188,2.72
19,0.1,0.44,-1.32,0.77,2.34,1547661600,0,10.003,206,2.15
20,-2.33,0.75,-1.32,0.87,0.64,1547665200,0,10.003,201,2.56
21,-0.72,0.75,-2.0,0.75,2.03,1547668800,0,10.003,240,2.6
22,-0.68,0.75,-2.3,0.73,2.03,1547672400,0,10.003,223,2.56
23,-0.69,0.75,-2.3,0.7,2.71,1547676000,0,10.003,221,3.6
