,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,17.4,0.0,9.99,0.62,17.4,1564610400,0.0,10.003,230,,0.62
1,15.81,0.0,9.99,0.68,15.81,1564614000,0.0,10.003,240,,0.87
2,14.81,0.19,10.41,0.75,14.81,1564617600,0.0,10.003,240,,0.62
3,14.4,0.0,9.99,0.75,14.4,1564621200,0.0,10.003,240,,0.62
4,14.4,1.0,9.99,0.75,14.4,1564624800,0.0,10.003,221,,0.87
5,15.4,1.0,10.41,0.72,15.4,1564628400,0.0,10.003,276,,1.85
6,13.12,0.19,10.99,0.87,13.12,1564632000,0.0,10.003,191,,2.09
7,13.12,,10.99,0.87,13.12,1564635600,,10.003,191,,1.5
8,16.12,,10.99,0.72,16.12,1564639200,,10.003,180,,1.5
9,19.12,0.19,12.0,0.63,19.12,1564642800,2.0,10.003,170,,1.5
10,21.23,0.08,10.41,0.5,21.23,1564646400,3.0,10.003,251,,2.6
11,22.23,0.19,9.99,0.46,22.23,1564650000,5.0,10.003,223,,1.96
12,23.22,0.19,9.0,0.4,23.22,1564653600,6.0,10.003,251,,3.9
13,24.22,0.44,9.0,0.38,24.22,1564657200,6.0,10.003,237,,3.19
14,24.63,1.0,9.0,0.37,24.63,1564660800,4.0,10.003,251,,3.6
15,24.63,1.0,9.0,0.37,24.63,1564664400,4.0,10.003,260,,3.69
16,25.64,1.0,9.0,0.35,25.64,1564668000,3.0,10.003,279,,3.22
17,26.23,0.75,9.0,0.34,26.23,1564671600,3.0,10.003,238,7.7,3.63
18,25.64,0.19,9.58,0.36,25.64,1564675200,2.0,10.003,273,,3.39
19,26.23,0.19,9.41,0.35,26.23,1564678800,1.0,10.003,297,,3.33
20,24.63,0.0,9.99,0.4,24.63,1564682400,0.0,10.003,275,,3.22
21,23.22,0.0,9.99,0.43,23.22,1564686000,0.0,10.003,300,,1.08
22,20.81,0.75,10.41,0.51,20.81,1564689600,0.0,10.003,334,,1.5
23,21.82,1.0,10.99,0.5,21.82,1564693200,0.0,10.003,352,,1.96
