,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,5.0,0.83,2.93,0.76,6.96,1554933600,0,8.452,41,,2.79
1,3.99,0.75,1.61,0.7,6.65,1554937200,0,8.763,41,,3.79
2,3.26,0.36,0.63,0.69,5.95,1554940800,0,10.003,12,,3.6
3,1.95,0.75,0.63,0.74,4.95,1554944400,0,10.003,10,,3.75
4,1.67,0.75,-0.39,0.7,4.64,1554948000,0,10.003,9,,3.6
5,-0.09,0.75,-0.39,0.77,3.27,1554951600,0,10.003,23,,3.72
6,-1.21,0.75,-1.37,0.77,2.27,1554955200,0,10.003,15,,3.56
7,-1.21,0.75,-1.37,0.77,2.27,1554958800,0,10.003,16,,3.57
8,-0.81,0.75,-1.07,0.8,1.95,1554962400,0,10.003,9,,2.6
9,0.67,0.75,-0.39,0.77,3.33,1554966000,1,10.003,22,,2.79
10,1.19,0.75,-0.7,0.7,4.34,1554969600,2,10.003,27,,3.75
11,2.57,0.36,-0.7,0.67,5.02,1554973200,4,10.003,30,,2.95
12,2.79,0.61,0.01,0.67,5.72,1554976800,4,10.003,21,,3.91
13,3.66,0.36,0.32,0.64,6.72,1554980400,5,10.003,15,,4.6
14,4.91,0.36,0.63,0.6,8.02,1554984000,5,10.003,11,,5.51
15,5.45,0.53,0.63,0.6,8.02,1554987600,4,10.003,23,10.8,4.25
16,6.13,0.75,1.3,0.6,8.71,1554991200,3,10.003,6,,4.63
17,7.22,0.75,-0.08,0.52,9.33,1554994800,2,10.003,21,,3.91
18,6.85,0.53,-0.08,0.52,9.33,1554998400,1,10.003,36,,4.75
19,6.21,0.75,-0.76,0.52,8.64,1555002000,0,10.003,33,,4.26
20,5.19,0.75,-0.76,0.54,7.96,1555005600,0,10.003,9,,4.63
21,4.52,0.75,-1.07,0.58,6.65,1555009200,0,10.003,8,,2.95
22,1.87,0.44,-1.75,0.6,5.33,1555012800,0,10.003,7,,4.74
23,2.49,0.44,-2.06,0.6,4.95,1555016400,0,10.003,27,,2.95
