,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-7.12,0.82,-11.06,0.55,partly-cloudy-night,354.2,,0.0,0.0,,1037.0,Überwiegend bewölkt,-3.25,1613343600,0,16.093,89,6.82,2.72
1,-6.83,0.79,-11.0,0.55,partly-cloudy-night,353.6,,0.0,0.0,,1037.2,Überwiegend bewölkt,-3.33,1613347200,0,16.093,88,5.64,2.38
2,-5.38,0.81,-11.22,0.52,partly-cloudy-night,354.7,,0.0,0.0,,1036.5,Überwiegend bewölkt,-2.76,1613350800,0,16.093,87,3.54,1.8
3,-5.95,0.73,-11.2,0.54,partly-cloudy-night,354.5,,0.0,0.0,,1035.7,Überwiegend bewölkt,-3.27,1613354400,0,16.093,92,3.1,1.79
4,-6.54,0.63,-11.2,0.57,partly-cloudy-night,350.5,,0.0,0.0,,1035.0,Überwiegend bewölkt,-3.96,1613358000,0,16.093,95,3.24,1.66
5,-7.27,0.72,-10.7,0.63,partly-cloudy-night,349.2,,0.0,0.0,,1034.7,Überwiegend bewölkt,-4.73,1613361600,0,16.093,91,3.07,1.57
6,-5.17,0.59,-10.9,0.64,partly-cloudy-night,345.2,,0.0,0.0,,1034.7,Leicht bewölkt,-5.17,1613365200,0,16.093,104,2.88,1.26
7,-4.63,0.78,-10.75,0.62,partly-cloudy-night,350.4,,0.0,0.0,,1034.6,Überwiegend bewölkt,-4.63,1613368800,0,16.093,112,1.87,0.88
8,-4.31,0.79,-10.73,0.61,partly-cloudy-day,348.6,,0.0,0.0,,1034.5,Überwiegend bewölkt,-4.31,1613372400,0,16.093,119,2.91,0.97
9,-3.83,0.83,-10.87,0.58,partly-cloudy-day,347.1,,0.0,0.0,,1034.3,Überwiegend bewölkt,-3.83,1613376000,0,16.093,132,3.13,1.25
10,-5.71,0.83,-10.19,0.58,partly-cloudy-day,344.9,,0.0,0.0,,1034.1,Überwiegend bewölkt,-3.04,1613379600,1,16.093,135,4.4,1.8
11,-4.72,0.83,-9.73,0.55,partly-cloudy-day,345.1,,0.0,0.0,,1033.9,Überwiegend bewölkt,-1.95,1613383200,1,16.093,147,4.7,1.99
12,-4.02,0.84,-9.01,0.54,partly-cloudy-day,345.7,,0.0,0.0,,1033.4,Überwiegend bewölkt,-0.8,1613386800,1,16.093,161,5.94,2.54
13,-3.31,0.8,-6.85,0.59,partly-cloudy-day,338.9,0.019,0.0307,0.04,snow,1032.2,Überwiegend bewölkt,0.15,1613390400,1,9.38,167,6.29,2.99
14,-3.35,0.86,-5.36,0.67,partly-cloudy-day,336.0,0.1159,0.1824,0.05,snow,1031.4,Überwiegend bewölkt,0.06,1613394000,1,13.262,170,6.38,2.91
15,-2.38,0.88,-5.83,0.6,cloudy,337.7,,0.2987,0.06,rain,1030.5,Stark bewölkt,1.01,1613397600,1,14.603,156,6.54,3.11
16,-3.97,0.89,-4.73,0.72,cloudy,338.7,0.3231,0.6554,0.07,snow,1030.0,Stark bewölkt,-0.28,1613401200,0,12.87,160,7.09,3.15
17,-3.19,0.89,-3.78,0.75,cloudy,340.1,,0.2383,0.06,rain,1029.1,Stark bewölkt,0.13,1613404800,0,16.093,176,6.7,2.83
18,-3.23,0.83,-3.43,0.78,partly-cloudy-night,338.1,,0.1351,0.05,rain,1028.6,Überwiegend bewölkt,-0.05,1613408400,0,16.093,169,6.16,2.65
19,-2.87,0.87,-2.97,0.8,partly-cloudy-night,336.3,,0.0717,0.04,rain,1028.3,Überwiegend bewölkt,0.08,1613412000,0,16.093,175,5.85,2.45
20,-2.42,0.93,-2.17,0.83,cloudy,336.8,,0.0349,0.03,rain,1028.1,Stark bewölkt,0.46,1613415600,0,16.093,179,6.74,2.45
21,-2.45,0.95,-1.53,0.86,cloudy,335.3,,0.0174,0.02,rain,1028.1,Stark bewölkt,0.5,1613419200,0,16.093,187,6.38,2.52
22,-2.01,0.97,-1.24,0.86,cloudy,334.6,,0.0,0.0,,1028.3,Stark bewölkt,0.83,1613422800,0,16.093,198,6.62,2.48
23,-1.85,0.97,-0.79,0.87,cloudy,334.3,,0.0,0.0,,1028.1,Stark bewölkt,1.09,1613426400,0,16.093,200,7.35,2.62
