,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,5.92,0.47,6.02,0.87,partly-cloudy-night,279.8,0.0057,0.03,rain,1015.2,Leicht bewölkt,8.11,1580511600,0,16.093,226,12.04,3.54
1,5.69,0.43,5.97,0.88,partly-cloudy-night,282.8,0.0051,0.03,rain,1014.9,Leicht bewölkt,7.9,1580515200,0,16.093,224,11.72,3.49
2,6.06,0.46,5.81,0.85,partly-cloudy-night,284.2,0.0,0.0,,1014.4,Leicht bewölkt,8.21,1580518800,0,16.093,226,9.7,3.52
3,5.65,0.52,5.6,0.85,partly-cloudy-night,286.2,0.0,0.0,,1014.0,Leicht bewölkt,7.9,1580522400,0,16.093,228,9.93,3.56
4,5.28,0.54,5.39,0.86,partly-cloudy-night,288.1,0.0,0.0,,1013.6,Leicht bewölkt,7.63,1580526000,0,16.093,228,10.16,3.63
5,4.96,0.46,5.18,0.86,partly-cloudy-night,290.1,0.0,0.0,,1012.9,Leicht bewölkt,7.39,1580529600,0,16.093,227,10.18,3.71
6,4.5,0.34,4.93,0.86,partly-cloudy-night,292.1,0.0,0.0,,1012.0,Leicht bewölkt,7.07,1580533200,0,16.093,224,10.23,3.82
7,4.52,0.29,4.96,0.86,clear-night,293.8,0.0,0.0,,1011.6,Klar,7.14,1580536800,0,16.093,223,10.6,3.93
8,5.17,0.31,5.19,0.84,clear-day,291.7,0.0,0.0,,1011.3,Klar,7.66,1580540400,0,16.093,223,11.45,3.93
9,6.05,0.37,5.42,0.81,partly-cloudy-day,292.6,0.0,0.0,,1011.1,Leicht bewölkt,8.43,1580544000,0,16.093,225,13.07,4.03
10,6.73,0.45,5.57,0.79,partly-cloudy-day,294.5,0.0,0.0,,1010.9,Leicht bewölkt,9.07,1580547600,1,16.093,228,14.4,4.26
11,10.06,0.53,5.93,0.76,partly-cloudy-day,298.2,0.0,0.0,,1010.5,Leicht bewölkt,10.06,1580551200,1,16.093,233,15.05,4.78
12,11.03,0.63,6.16,0.72,partly-cloudy-day,302.8,0.0059,0.05,rain,1010.2,Überwiegend bewölkt,11.03,1580554800,1,16.093,238,15.38,5.47
13,10.32,0.72,6.0,0.75,partly-cloudy-day,307.1,0.0222,0.12,rain,1009.6,Überwiegend bewölkt,10.32,1580558400,1,16.093,242,15.71,6.05
14,10.87,0.83,6.27,0.73,partly-cloudy-day,294.8,0.1045,0.18,rain,1009.1,Überwiegend bewölkt,10.87,1580562000,1,16.093,244,14.66,6.01
15,7.02,0.93,6.79,0.81,rain,296.7,0.425,0.44,rain,1009.1,Leichter Regen möglich,9.95,1580565600,1,11.436,248,16.46,6.5
16,5.99,1.0,7.43,0.89,rain,301.8,0.8005,0.7,rain,1009.4,Leichter Regen und frische Brise,9.2,1580569200,0,7.651,248,17.47,6.74
17,5.57,1.0,7.49,0.91,rain,313.4,0.9946,0.7,rain,1010.1,Regen,8.85,1580572800,0,10.766,245,16.72,6.64
18,5.76,0.99,7.57,0.91,rain,328.4,1.041,0.65,rain,1011.1,Regen,8.93,1580576400,0,16.093,267,15.16,6.36
19,5.92,0.98,7.5,0.9,rain,339.2,0.6238,0.51,rain,1012.0,Leichter Regen möglich,9.01,1580580000,0,16.093,261,14.87,6.2
20,5.58,0.97,6.87,0.88,rain,340.4,0.3736,0.47,rain,1012.7,Leichter Regen möglich,8.81,1580583600,0,16.093,259,15.36,6.47
21,5.16,0.95,6.1,0.84,rain,336.8,0.1873,0.39,rain,1013.3,Nieselregen möglich,8.59,1580587200,0,16.093,255,16.38,6.88
22,4.74,0.93,5.35,0.82,rain,332.8,0.1729,0.4,rain,1014.0,Nieselregen möglich,8.33,1580590800,0,16.093,253,17.04,7.16
23,4.42,0.9,5.04,0.81,rain,329.5,0.2306,0.42,rain,1014.6,Leichter Regen möglich,8.09,1580594400,0,16.093,255,16.96,7.21
