,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,19.03,1.0,16.59,0.87,cloudy,303.4,0.0695,0.14,rain,1011.2,Stark bewölkt,18.82,1597615200,0,16.093,150,1.77,1.6
1,18.67,1.0,16.3,0.87,cloudy,303.2,0.0373,0.1,rain,1011.3,Stark bewölkt,18.49,1597618800,0,16.093,170,1.24,1.16
2,18.19,1.0,15.83,0.87,cloudy,302.5,0.0752,0.16,rain,1011.4,Stark bewölkt,18.06,1597622400,0,16.093,178,1.69,1.02
3,17.8,1.0,15.72,0.88,cloudy,302.2,0.147,0.23,rain,1011.4,Stark bewölkt,17.67,1597626000,0,16.093,134,1.47,1.07
4,17.13,1.0,14.0,0.82,cloudy,300.4,0.1071,0.24,rain,1011.5,Stark bewölkt,17.13,1597629600,0,16.093,280,9.18,3.14
5,16.71,1.0,13.7,0.82,rain,299.8,0.1928,0.3,rain,1011.7,Nieselregen möglich,16.71,1597633200,0,16.093,265,11.61,3.76
6,16.37,0.99,13.68,0.84,rain,300.1,0.17,0.33,rain,1011.9,Nieselregen möglich,16.37,1597636800,0,16.093,294,10.08,3.55
7,16.15,0.99,14.09,0.88,rain,301.0,0.2268,0.35,rain,1012.1,Nieselregen möglich,16.15,1597640400,0,16.093,199,6.61,2.98
8,16.11,0.98,13.59,0.85,rain,302.5,0.3101,0.35,rain,1012.7,Leichter Regen möglich,16.11,1597644000,0,16.093,216,3.67,2.57
9,16.6,0.95,13.63,0.83,rain,302.9,0.2505,0.3,rain,1012.9,Leichter Regen möglich,16.6,1597647600,1,16.093,224,3.04,2.4
10,17.43,0.9,13.88,0.8,cloudy,303.1,0.1417,0.21,rain,1013.0,Stark bewölkt,17.43,1597651200,2,16.093,221,3.17,2.3
11,17.9,0.87,14.2,0.79,partly-cloudy-day,303.5,0.1063,0.17,rain,1013.0,Überwiegend bewölkt,17.9,1597654800,3,16.093,207,3.44,2.22
12,17.72,0.87,14.7,0.83,partly-cloudy-day,304.4,0.1238,0.24,rain,1013.0,Überwiegend bewölkt,17.72,1597658400,4,16.093,182,3.48,2.15
13,17.77,0.9,15.35,0.86,rain,305.5,0.1765,0.3,rain,1013.0,Nieselregen möglich,17.69,1597662000,4,16.093,313,3.58,2.09
14,20.28,0.92,13.96,0.67,cloudy,308.7,0.1898,0.25,rain,1012.6,Stark bewölkt,20.28,1597665600,4,16.093,222,1.84,1.19
15,21.06,0.95,14.01,0.64,cloudy,311.4,0.1282,0.17,rain,1012.4,Stark bewölkt,21.06,1597669200,4,16.093,148,2.15,1.31
16,21.27,0.98,14.27,0.64,cloudy,314.1,0.0529,0.12,rain,1012.0,Stark bewölkt,21.27,1597672800,3,16.093,342,2.78,1.61
17,20.12,1.0,14.86,0.72,cloudy,315.4,0.0213,0.09,rain,1011.9,Stark bewölkt,20.12,1597676400,2,16.093,286,3.13,1.79
18,19.71,0.96,15.18,0.75,cloudy,314.4,0.034,0.1,rain,1012.0,Stark bewölkt,19.71,1597680000,1,16.093,326,2.87,1.66
19,19.01,0.9,15.22,0.79,cloudy,311.9,0.1018,0.14,rain,1012.3,Stark bewölkt,19.0,1597683600,0,16.093,176,2.32,1.41
20,18.16,0.85,14.99,0.82,partly-cloudy-day,309.3,0.118,0.12,rain,1012.6,Überwiegend bewölkt,18.15,1597687200,0,16.093,223,1.31,1.01
21,17.44,0.75,14.92,0.85,partly-cloudy-night,307.9,0.1012,0.11,rain,1012.9,Überwiegend bewölkt,17.41,1597690800,0,16.093,237,1.35,1.08
22,16.68,0.65,14.7,0.88,partly-cloudy-night,306.8,0.0846,0.09,rain,1013.2,Überwiegend bewölkt,16.65,1597694400,0,16.093,191,1.69,1.31
23,15.96,0.59,14.28,0.9,partly-cloudy-night,306.8,0.0802,0.07,rain,1013.4,Leicht bewölkt,15.96,1597698000,0,16.093,195,2.01,1.53
