,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,18.27,0.75,10.3,0.6,18.27,1562364000,0,10.003,258,,1.76
1,16.64,0.19,10.62,0.68,16.64,1562371200,0,10.003,290,,1.0
2,14.95,0.19,10.3,0.74,14.95,1562374800,0,10.003,120,,0.5
3,13.57,0.19,10.3,0.81,13.57,1562378400,0,10.003,210,,1.5
4,12.95,0.19,9.99,0.82,12.95,1562382000,0,10.003,210,,1.0
5,12.27,0.19,9.99,0.86,12.27,1562385600,0,10.003,128,,1.34
6,14.33,0.19,11.38,0.82,14.33,1562389200,0,10.003,109,,1.16
7,16.02,0.19,11.69,0.75,16.02,1562392800,1,10.003,99,,1.69
8,19.34,0.19,12.38,0.64,19.34,1562396400,3,10.003,230,,3.6
9,22.02,0.19,13.0,0.57,22.02,1562400000,4,10.003,147,,2.0
10,24.34,0.44,12.31,0.47,24.34,1562403600,5,10.003,118,,2.41
11,26.34,0.44,10.24,0.36,26.34,1562407200,7,10.003,240,,3.6
12,27.65,0.44,10.93,0.35,27.65,1562410800,7,10.003,245,,3.44
13,27.65,0.75,10.3,0.34,27.65,1562414400,6,10.003,316,,3.07
14,27.34,0.75,10.62,0.35,27.34,1562418000,5,10.003,306,,3.91
15,27.34,0.75,11.93,0.38,27.34,1562421600,4,10.003,310,,2.72
16,28.34,0.75,9.62,0.31,28.34,1562425200,3,10.003,251,,3.6
17,27.4,0.75,11.62,0.37,27.4,1562428800,2,10.003,275,15.4,6.37
18,26.1,0.75,10.62,0.38,26.1,1562432400,1,10.003,258,14.4,6.24
19,25.41,0.44,11.62,0.42,25.41,1562436000,0,10.003,254,,4.75
20,23.72,0.75,12.31,0.49,23.72,1562439600,0,10.003,243,,3.72
21,21.33,0.44,13.31,0.6,21.33,1562443200,0,10.003,236,,2.41
22,21.71,0.75,14.69,0.64,21.71,1562446800,0,10.003,229,,2.91
