,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,22.57,0.19,14.93,0.62,22.57,1564005600,0,10.003,281.0,0.47
1,20.58,0.19,14.93,0.7,20.58,1564009200,0,10.003,290.0,1.04
2,19.58,0.19,14.93,0.75,19.58,1564012800,0,10.003,161.0,0.34
3,18.58,0.44,14.62,0.78,18.58,1564016400,0,10.003,300.0,2.09
4,17.57,0.44,14.62,0.83,17.57,1564020000,0,10.003,,0.0
5,17.35,0.44,15.31,0.88,17.27,1564023600,0,10.003,50.0,0.69
6,16.7,0.75,15.31,0.92,16.57,1564027200,0,10.003,71.0,0.34
7,18.02,0.75,15.31,0.85,17.96,1564030800,0,10.003,,0.0
8,20.67,0.75,15.62,0.73,20.65,1564034400,1,10.003,,0.0
9,22.72,0.75,15.62,0.64,22.71,1564038000,2,10.003,60.0,1.0
10,26.13,0.75,16.31,0.55,26.03,1564041600,3,10.003,,0.0
11,28.56,0.75,16.0,0.47,28.34,1564045200,4,10.003,81.0,1.5
12,31.71,0.75,16.0,0.39,31.71,1564048800,5,10.003,78.0,2.41
13,33.03,0.75,13.31,0.3,33.03,1564052400,5,10.003,91.0,3.37
14,34.04,0.44,12.0,0.26,34.04,1564056000,7,10.003,79.0,3.72
15,34.71,0.44,13.0,0.27,34.71,1564059600,6,10.003,93.0,3.91
16,34.04,0.44,13.0,0.28,34.04,1564063200,5,10.003,71.0,3.72
17,33.64,0.44,12.69,0.28,33.64,1564066800,3,10.003,90.0,3.02
18,34.34,0.44,12.69,0.27,34.34,1564070400,2,10.003,96.0,3.57
19,33.34,0.44,11.69,0.27,33.34,1564074000,1,10.003,72.0,3.52
20,32.64,0.75,14.07,0.33,32.64,1564077600,0,10.003,94.0,2.62
21,29.96,0.75,15.07,0.4,29.96,1564081200,0,10.003,105.0,2.15
22,27.37,0.75,14.38,0.45,27.27,1564084800,0,10.003,101.0,2.09
23,25.99,0.75,15.76,0.53,25.95,1564088400,0,10.003,359.0,1.34
