,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,17.81,0.0,14.0,0.78,17.81,1565301600,0,10.003,,0.0
1,17.4,0.0,13.41,0.77,17.4,1565305200,0,10.003,131.0,0.21
2,16.22,0.0,13.41,0.83,16.22,1565308800,0,7.07,,0.0
3,16.22,0.75,14.0,0.87,16.22,1565312400,0,10.003,30.0,0.62
4,16.22,0.0,14.0,0.87,16.22,1565316000,0,10.003,71.0,0.62
5,15.64,0.0,13.41,0.87,15.64,1565319600,0,10.003,71.0,1.28
6,15.22,0.44,13.41,0.89,15.22,1565323200,0,10.003,350.0,0.87
7,16.64,0.75,14.0,0.84,16.64,1565326800,0,10.003,0.0,1.08
8,18.31,0.75,15.59,0.85,18.22,1565330400,1,10.003,30.0,0.62
9,19.68,1.0,15.59,0.77,19.64,1565334000,1,10.003,60.0,1.08
10,21.24,0.75,15.59,0.7,21.23,1565337600,3,10.003,80.0,0.87
11,24.22,0.19,15.0,0.56,24.22,1565341200,5,10.003,113.0,2.39
12,25.22,0.33,15.41,0.55,25.22,1565344800,6,10.003,109.0,2.39
13,25.7,0.75,16.0,0.55,25.64,1565348400,5,10.003,170.0,1.5
14,28.09,0.33,16.41,0.5,27.64,1565352000,6,10.003,177.0,1.85
15,27.38,0.52,17.0,0.55,26.64,1565355600,5,10.003,199.0,2.51
16,27.74,0.52,17.0,0.54,27.06,1565359200,4,10.003,159.0,1.75
17,29.14,0.52,17.0,0.49,28.65,1565362800,3,10.003,123.0,2.72
18,29.14,0.08,17.0,0.49,28.65,1565366400,2,10.003,115.0,2.81
19,28.53,0.52,18.0,0.56,27.64,1565370000,1,10.003,83.0,1.5
20,24.55,0.44,20.0,0.78,24.05,1565373600,0,10.003,24.0,3.1
21,23.4,0.62,20.42,0.86,22.81,1565377200,0,10.003,322.0,3.77
22,22.14,0.62,19.42,0.87,21.64,1565380800,0,10.003,28.0,2.39
23,21.89,0.9,20.42,0.95,21.23,1565384400,0,10.003,316.0,2.81
