,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,17.66,0.0,15.0,0.85,17.64,1559599200,0.0,9.414,200.0,,1.28
1,17.22,0.19,14.41,0.84,17.22,1559602800,0.0,10.003,200.0,,0.62
2,15.64,0.44,13.83,0.89,15.64,1559606400,0.0,10.003,191.0,,1.28
3,15.22,0.19,14.0,0.92,15.22,1559610000,0.0,10.003,260.0,,0.62
4,14.22,0.0,13.41,0.95,14.22,1559613600,0.0,10.003,240.0,,0.62
5,14.22,0.08,13.0,0.92,14.22,1559617200,0.0,10.003,131.0,,0.87
6,13.23,0.0,12.41,0.95,13.23,1559620800,0.0,10.003,,,0.0
7,14.64,0.0,13.41,0.92,14.64,1559624400,0.0,10.003,71.0,,0.87
8,17.75,0.0,15.59,0.88,17.64,1559628000,1.0,10.003,80.0,,0.87
9,19.68,0.0,15.59,0.77,19.64,1559631600,3.0,10.003,0.0,,0.62
10,21.82,0.0,15.0,0.65,21.82,1559635200,4.0,10.003,86.0,,2.09
11,23.63,0.0,15.0,0.58,23.63,1559638800,6.0,10.003,75.0,,3.81
12,25.64,0.08,14.41,0.5,25.64,1559642400,8.0,10.003,80.0,,3.22
13,26.64,0.08,14.59,0.48,26.64,1559646000,8.0,10.003,80.0,,4.31
14,28.65,0.08,15.0,0.43,28.65,1559649600,8.0,10.003,88.0,,4.11
15,30.12,,15.0,0.4,30.12,1559653200,,10.003,90.0,,5.09
16,30.64,0.0,13.0,0.34,30.64,1559656800,6.0,10.003,142.0,8.8,6.0
17,31.23,,12.0,0.31,31.23,1559660400,,,,,
18,32.12,,13.0,0.31,32.12,1559664000,,10.003,120.0,,6.7
19,31.65,0.0,12.0,0.3,31.65,1559667600,1.0,10.003,131.0,,4.8
20,29.06,0.0,11.41,0.34,29.06,1559671200,0.0,10.003,120.0,,4.31
21,27.07,0.0,13.41,0.43,27.06,1559674800,0.0,10.003,99.0,,3.01
22,26.05,0.0,14.0,0.47,26.05,1559678400,0.0,10.003,82.0,,3.81
23,24.22,0.44,15.0,0.56,24.22,1559682000,0.0,10.003,176.0,12.9,4.27
