,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,0.6,0.0,-6.17,0.5,3.4,1550962800,0.0,10.003,60,2.98
1,0.1,0.0,-6.75,0.49,2.99,1550966400,0.0,10.003,56,2.98
2,0.17,0.0,-6.75,0.49,2.99,1550970000,0.0,10.003,57,2.89
3,-0.84,0.0,-7.33,0.5,1.99,1550973600,0.0,10.003,59,2.68
4,-0.58,0.0,-7.93,0.49,1.56,1550977200,0.0,10.003,57,1.96
5,-1.68,0.0,-7.33,0.56,0.38,1550980800,0.0,10.003,80,1.75
6,-1.83,0.0,-8.35,0.48,1.4,1550984400,0.0,10.003,60,3.01
7,-1.7,0.0,-8.76,0.49,0.81,1550988000,0.0,10.003,42,2.16
8,-1.64,0.0,-8.76,0.45,1.8,1550991600,0.0,10.003,71,3.39
9,0.8,0.0,-8.76,0.39,3.82,1550995200,0.0,10.003,56,3.39
10,1.62,0.0,-10.17,0.33,4.81,1550998800,1.0,10.003,54,4.01
11,3.92,0.0,-9.58,0.3,6.81,1551002400,2.0,10.003,77,4.31
12,5.26,,-9.4,0.28,7.81,1551006000,,10.003,64,4.11
13,7.05,0.0,-9.17,0.26,9.23,1551009600,2.0,10.003,60,4.01
14,10.81,0.0,-8.98,0.24,10.81,1551013200,2.0,10.003,70,3.52
15,11.22,0.0,-9.82,0.22,11.22,1551016800,1.0,10.003,66,2.09
16,12.22,0.0,-8.98,0.22,12.22,1551020400,1.0,10.003,76,2.39
17,11.63,0.0,-7.99,0.25,11.63,1551024000,0.0,10.003,72,3.3
18,7.67,0.0,-6.75,0.33,8.81,1551031200,0.0,10.003,354,2.16
19,7.05,0.0,-6.58,0.37,7.05,1551034800,0.0,10.003,90,0.87
20,4.64,0.0,-5.58,0.47,4.64,1551038400,0.0,10.003,71,0.87
21,2.59,0.0,-6.75,0.43,4.81,1551042000,0.0,10.003,50,2.6
22,2.08,0.0,-6.17,0.49,3.64,1551045600,0.0,10.003,34,1.75
