,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-0.97,0.68,-4.79,0.75,partly-cloudy-night,304.3,0,0,1025.9,Überwiegend bewölkt,-0.97,1610233200,0,16.093,350,0.83,0.78
1,-0.99,0.7,-4.65,0.76,partly-cloudy-night,304.0,0,0,1025.5,Überwiegend bewölkt,-0.99,1610236800,0,16.093,9,1.13,1.02
2,-3.47,0.49,-5.12,0.76,partly-cloudy-night,300.7,0,0,1025.5,Leicht bewölkt,-1.43,1610240400,0,16.093,1,1.61,1.55
3,-3.56,0.44,-5.51,0.76,partly-cloudy-night,297.3,0,0,1025.6,Leicht bewölkt,-1.79,1610244000,0,16.093,13,1.97,1.37
4,-2.09,0.44,-5.69,0.76,partly-cloudy-night,291.5,0,0,1025.5,Leicht bewölkt,-2.09,1610247600,0,16.093,23,1.89,1.1
5,-2.38,0.46,-5.81,0.77,partly-cloudy-night,286.5,0,0,1025.8,Leicht bewölkt,-2.38,1610251200,0,16.093,29,1.92,0.97
6,-2.41,0.48,-5.61,0.79,partly-cloudy-night,277.9,0,0,1025.2,Leicht bewölkt,-2.41,1610254800,0,16.093,30,2.13,0.95
7,-2.78,0.44,-6.05,0.78,partly-cloudy-night,273.1,0,0,1025.5,Leicht bewölkt,-2.78,1610258400,0,16.093,35,1.95,0.93
8,-2.98,0.55,-5.65,0.82,partly-cloudy-night,274.5,0,0,1025.6,Leicht bewölkt,-2.98,1610262000,0,16.093,39,1.9,0.92
9,-2.93,0.56,-5.67,0.81,partly-cloudy-day,269.5,0,0,1025.8,Leicht bewölkt,-2.93,1610265600,0,16.093,31,1.32,0.8
10,-2.62,0.58,-5.43,0.81,partly-cloudy-day,273.5,0,0,1026.0,Leicht bewölkt,-2.62,1610269200,0,16.093,40,1.83,0.87
11,-1.62,0.51,-5.1,0.77,partly-cloudy-day,280.1,0,0,1026.1,Leicht bewölkt,-1.62,1610272800,1,16.093,42,1.77,0.9
12,-0.4,0.39,-4.41,0.74,partly-cloudy-day,282.6,0,0,1026.2,Leicht bewölkt,-0.4,1610276400,1,16.093,33,1.4,0.84
13,1.22,0.02,-3.86,0.69,clear-day,286.4,0,0,1025.5,Klar,1.22,1610280000,1,16.093,15,1.09,0.78
14,2.56,0.0,-3.96,0.62,clear-day,289.3,0,0,1025.2,Klar,2.56,1610283600,1,16.093,21,1.43,1.24
15,2.27,0.0,-3.51,0.66,clear-day,292.4,0,0,1024.5,Klar,2.27,1610287200,0,16.093,31,1.44,0.89
16,1.31,0.0,-3.6,0.7,clear-day,284.1,0,0,1024.8,Klar,1.31,1610290800,0,16.093,24,1.04,0.67
17,0.12,0.0,-4.04,0.74,clear-night,281.5,0,0,1024.9,Klar,0.12,1610294400,0,16.093,18,1.04,0.73
18,-0.63,0.0,-4.52,0.75,clear-night,279.3,0,0,1025.1,Klar,-0.63,1610298000,0,16.093,5,1.2,0.97
19,-1.08,0.01,-4.71,0.76,clear-night,281.1,0,0,1025.3,Klar,-1.08,1610301600,0,16.093,2,1.09,1.04
20,-1.38,0.01,-4.92,0.77,clear-night,280.6,0,0,1025.5,Klar,-1.38,1610305200,0,16.093,2,0.98,0.97
21,-1.78,0.0,-5.35,0.77,clear-night,280.7,0,0,1025.5,Klar,-1.78,1610308800,0,16.093,3,0.85,0.85
22,-2.31,0.01,-5.82,0.77,clear-night,281.5,0,0,1025.6,Klar,-2.31,1610312400,0,16.093,20,0.59,0.57
23,-2.81,0.01,-6.15,0.78,clear-night,277.8,0,0,1025.5,Klar,-2.81,1610316000,0,16.093,345,0.6,0.6
