,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,27.41,0.31,14.59,0.46,partly-cloudy-night,290.2,0.0,0.0,,1018.1,Leicht bewölkt,27.28,1596924000,0,16.093,80,1.95,0.9
1,26.38,0.31,14.42,0.48,clear-night,289.7,0.0,0.0,,1018.2,Klar,26.38,1596927600,0,16.093,67,1.34,0.86
2,25.74,0.28,15.93,0.55,clear-night,290.3,0.0072,0.01,rain,1018.1,Klar,25.68,1596931200,0,16.093,100,1.02,0.81
3,25.15,0.23,16.01,0.57,clear-night,290.3,0.0072,0.01,rain,1018.1,Klar,25.09,1596934800,0,16.093,80,0.82,0.77
4,24.33,0.16,15.98,0.6,clear-night,290.5,0.0051,0.01,rain,1018.1,Klar,24.29,1596938400,0,16.093,40,0.78,0.68
5,23.91,0.14,15.96,0.61,clear-night,290.8,0.0051,0.01,rain,1018.1,Klar,23.86,1596942000,0,16.093,256,0.79,0.6
6,23.68,0.16,16.07,0.63,clear-night,291.1,0.0062,0.01,rain,1018.3,Klar,23.63,1596945600,0,16.093,47,0.82,0.46
7,24.41,0.23,16.17,0.6,clear-day,291.6,0.0083,0.01,rain,1018.5,Klar,24.34,1596949200,0,16.093,87,0.88,0.36
8,24.93,0.32,15.57,0.56,partly-cloudy-day,292.6,0.0094,0.01,rain,1018.7,Leicht bewölkt,24.91,1596952800,1,16.093,146,0.54,0.31
9,26.59,0.44,15.51,0.51,partly-cloudy-day,292.1,0.0062,0.01,rain,1018.7,Leicht bewölkt,26.56,1596956400,2,16.093,156,0.64,0.43
10,28.91,0.57,15.5,0.44,partly-cloudy-day,291.2,0.0,0.0,,1018.8,Leicht bewölkt,28.91,1596960000,3,16.093,163,0.82,0.65
11,31.07,0.64,15.05,0.38,partly-cloudy-day,290.5,0.0,0.0,,1018.4,Überwiegend bewölkt,31.07,1596963600,4,16.093,171,0.96,0.96
12,32.84,0.57,13.72,0.31,partly-cloudy-day,290.2,0.0,0.0,,1018.0,Leicht bewölkt,32.84,1596967200,5,16.093,183,1.05,1.05
13,34.24,0.44,11.76,0.26,partly-cloudy-day,290.0,0.0,0.0,,1017.5,Leicht bewölkt,34.24,1596970800,6,16.093,192,1.15,1.15
14,35.57,0.31,10.18,0.21,clear-day,289.7,0.0,0.0,,1016.9,Klar,35.57,1596974400,7,16.093,189,1.25,1.25
15,36.59,0.2,8.78,0.18,clear-day,289.4,0.0,0.0,,1016.4,Klar,36.59,1596978000,6,16.093,165,1.36,1.24
16,36.83,0.08,8.66,0.18,clear-day,288.9,0.0,0.0,,1016.1,Klar,36.83,1596981600,5,16.093,97,1.77,1.15
17,35.84,0.02,9.66,0.2,clear-day,288.3,0.0,0.0,,1015.7,Klar,35.84,1596985200,3,16.093,287,2.35,1.12
18,35.46,0.04,11.08,0.23,clear-day,287.4,0.0154,0.02,rain,1015.2,Klar,35.46,1596988800,2,16.093,24,3.46,1.78
19,34.43,0.12,12.36,0.26,clear-day,286.5,0.0881,0.03,rain,1015.1,Klar,34.43,1596992400,1,16.093,40,4.36,2.34
20,33.58,0.19,13.23,0.29,clear-day,286.8,0.5328,0.07,rain,1015.1,Klar,33.58,1596996000,0,15.192,36,4.66,2.65
21,31.47,0.29,14.78,0.36,clear-night,287.1,0.5152,0.09,rain,1015.4,Klar,31.47,1596999600,0,16.093,34,6.43,3.0
22,29.02,0.42,16.33,0.47,partly-cloudy-night,287.8,0.3669,0.08,rain,1015.8,Leicht bewölkt,28.75,1597003200,0,16.093,32,8.47,3.24
23,27.48,0.48,17.62,0.58,partly-cloudy-night,288.2,0.2645,0.06,rain,1016.1,Leicht bewölkt,26.61,1597006800,0,16.093,34,9.3,3.27
