,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-2.03,0.52,-0.76,0.81,2.22,1548630000,0,10.003,228,,4.8
1,-2.65,1.0,-1.17,0.78,2.22,1548633600,0,10.003,243,,6.04
2,-2.32,0.52,-1.17,0.78,2.22,1548637200,0,10.003,228,,5.35
3,-2.03,0.62,-1.17,0.78,2.22,1548640800,0,10.003,228,,4.8
4,-1.9,0.9,-1.17,0.76,2.63,1548644400,0,10.003,232,,5.55
5,-2.59,0.9,-1.17,0.78,2.22,1548648000,0,10.003,229,,5.91
6,-2.0,0.9,-0.59,0.79,2.63,1548651600,0,10.003,226,8.8,5.76
7,-2.57,0.9,-0.59,0.79,2.63,1548655200,0,10.003,227,9.3,7.11
8,-3.02,0.9,-0.59,0.79,2.63,1548658800,0,10.003,229,11.3,8.34
9,-3.57,0.9,-0.59,0.82,2.22,1548662400,0,10.003,232,11.8,8.36
10,-4.2,0.9,-0.76,0.84,1.63,1548666000,0,7.07,235,12.39,7.98
11,-3.07,1.0,-0.19,0.84,2.22,1548669600,1,6.413,231,9.8,7.03
12,-2.91,0.9,0.42,0.88,2.22,1548673200,1,8.831,229,,6.63
13,-1.05,0.9,0.42,0.79,3.64,1548676800,1,9.414,250,8.8,6.53
14,-0.49,0.75,0.42,0.76,4.23,1548680400,1,9.414,265,,7.03
15,-0.29,0.75,0.42,0.76,4.23,1548684000,0,9.414,266,8.8,6.53
16,0.1,0.9,-0.19,0.73,4.23,1548687600,0,10.003,272,7.7,5.59
17,-0.12,0.9,-0.59,0.71,4.23,1548691200,0,10.003,283,,6.09
18,-1.71,0.75,-1.17,0.71,3.64,1548694800,0,10.003,285,12.9,8.34
19,-1.46,0.75,-2.17,0.66,3.64,1548698400,0,10.003,287,10.8,7.61
20,-1.09,0.57,-2.17,0.66,3.64,1548702000,0,10.003,281,9.3,6.62
21,-1.2,0.9,-2.58,0.64,3.64,1548705600,0,10.003,298,10.3,6.91
22,-0.94,0.75,-2.58,0.66,3.22,1548709200,0,10.003,286,,5.09
23,-1.36,0.77,-1.59,0.74,2.63,1548712800,0,10.003,260,,4.51
