,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,21.82,0.0,11.41,0.52,21.82,1561845600,0.0,10.003,58,,1.5
1,19.81,0.0,12.0,0.61,19.81,1561849200,0.0,10.003,60,,0.87
2,18.46,0.0,11.41,0.64,18.46,1561852800,0.0,10.003,50,,0.62
3,18.46,0.0,11.41,0.64,18.46,1561856400,0.0,10.003,11,,1.28
4,18.05,0.0,11.41,0.65,18.05,1561860000,0.0,10.003,50,,0.62
5,17.64,0.0,11.41,0.67,17.64,1561863600,0.0,10.003,80,,1.08
6,16.05,0.0,11.41,0.74,16.05,1561867200,0.0,10.003,41,,0.62
7,19.47,0.0,12.59,0.64,19.47,1561870800,0.0,10.003,0,,0.87
8,22.64,0.0,13.0,0.55,22.64,1561874400,1.0,10.003,339,,1.75
9,24.63,0.0,13.0,0.48,24.63,1561878000,3.0,10.003,200,,0.62
10,26.64,0.0,13.59,0.45,26.64,1561881600,4.0,10.003,189,,2.72
11,29.23,0.0,14.0,0.39,29.23,1561885200,6.0,10.003,191,,1.28
12,31.65,,15.0,0.37,31.65,1561888800,,10.003,216,,3.3
13,33.25,0.0,16.0,0.36,33.23,1561892400,9.0,10.003,199,,3.43
14,35.51,0.0,16.17,0.32,35.23,1561896000,9.0,10.003,187,,3.33
15,36.81,0.0,13.83,0.25,36.81,1561899600,8.0,10.003,223,,3.92
16,38.08,0.0,15.41,0.27,37.81,1561903200,6.0,10.003,224,,3.72
17,39.22,0.0,13.41,0.22,39.22,1561906800,4.0,10.003,221,11.8,5.35
18,38.22,0.0,14.59,0.25,38.22,1561910400,3.0,10.003,256,10.3,7.57
19,37.63,0.0,12.82,0.23,37.63,1561914000,1.0,10.003,266,12.9,4.59
20,35.65,0.0,14.59,0.28,35.65,1561917600,0.0,10.003,252,,4.68
21,33.05,0.0,15.59,0.35,33.05,1561921200,0.0,10.003,234,,3.72
22,31.4,0.19,19.0,0.52,30.06,1561924800,0.0,10.003,325,8.21,5.67
23,28.67,0.0,18.41,0.57,27.64,1561928400,0.0,10.003,331,10.3,7.17
