,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,1.03,0.9,1.82,0.84,4.23,1548543600,0,10.003,191,,3.81
1,1.41,0.9,1.82,0.82,4.64,1548547200,0,10.003,191,,4.01
2,0.54,1.0,1.41,0.82,4.23,1548550800,0,10.003,194,,4.68
3,1.1,1.0,1.82,0.82,4.64,1548554400,0,10.003,194,,4.59
4,0.9,1.0,1.82,0.82,4.64,1548558000,0,10.003,191,,4.97
5,1.32,0.9,1.82,0.82,4.64,1548561600,0,10.003,194,,4.18
6,1.64,0.9,2.24,0.84,4.64,1548565200,0,10.003,182,,3.63
7,1.2,0.9,2.83,0.88,4.64,1548568800,0,10.003,191,,4.38
8,0.76,0.9,1.82,0.82,4.64,1548572400,0,10.003,180,,5.26
9,1.36,0.9,2.41,0.82,5.22,1548576000,0,10.003,186,,5.55
10,2.54,0.9,2.83,0.82,5.64,1548579600,0,10.003,188,,4.18
11,2.43,0.9,2.83,0.79,6.22,1548583200,1,10.003,216,9.8,6.04
12,3.29,0.75,2.83,0.76,6.81,1548586800,1,10.003,225,9.3,5.75
13,3.33,0.75,2.41,0.72,7.22,1548590400,1,10.003,216,9.3,7.11
14,3.71,0.9,2.83,0.74,7.22,1548594000,1,10.003,224,,6.0
15,3.92,0.9,2.83,0.74,7.22,1548597600,0,10.003,215,,5.45
16,3.7,0.9,2.41,0.72,7.22,1548601200,0,10.003,213,,6.04
17,3.82,0.9,1.82,0.69,7.22,1548604800,0,10.003,212,,5.7
18,2.66,0.9,2.83,0.79,6.22,1548608400,0,10.003,225,,5.47
19,1.74,0.9,2.65,0.81,5.64,1548612000,0,10.003,247,,5.91
20,0.16,0.75,1.67,0.81,4.64,1548615600,0,10.003,286,9.3,6.7
21,-0.2,0.77,0.23,0.75,4.23,1548619200,0,10.003,282,8.8,6.29
22,-0.92,0.75,-0.76,0.75,3.22,1548622800,0,10.003,275,11.3,5.06
23,-1.5,0.77,-0.76,0.78,2.63,1548626400,0,10.003,240,,4.77
