,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-1.07,0.08,0.42,0.88,2.22,1552863600,0.0,10.003,229,,3.3
1,0.12,0.08,-0.19,0.88,1.63,1552867200,0.0,10.003,221,,1.49
2,-0.62,0.08,-0.76,0.85,1.47,1552870800,0.0,10.003,221,,1.9
3,-2.24,0.08,-1.17,0.85,1.06,1552874400,0.0,10.003,246,,3.01
4,-0.44,0.52,-0.59,0.85,1.63,1552878000,0.0,10.003,210,,1.9
5,-0.56,0.9,0.42,0.88,2.22,1552881600,0.0,10.003,203,,2.68
6,0.03,0.75,0.01,0.83,2.63,1552885200,0.0,10.003,213,,2.58
7,-1.06,0.75,0.01,0.86,2.04,1552888800,0.0,10.003,216,,3.01
8,0.72,0.62,0.01,0.8,3.05,1552892400,0.0,10.003,228,,2.37
9,0.59,0.77,1.18,0.81,4.23,1552896000,1.0,10.003,236,,4.59
10,1.82,0.9,0.42,0.69,5.64,1552899600,2.0,10.003,247,,5.7
11,3.72,0.9,1.58,0.67,7.22,1552903200,2.0,10.003,270,,5.96
12,5.27,0.77,0.99,0.6,8.23,1552906800,3.0,10.003,255,8.8,5.26
13,5.89,0.44,1.82,0.61,8.98,1552910400,3.0,10.003,249,,6.17
14,6.37,0.75,0.23,0.53,9.23,1552914000,3.0,10.003,258,11.3,5.67
15,5.68,0.75,1.41,0.62,8.23,1552917600,2.0,10.003,320,,4.3
16,7.67,0.52,0.42,0.52,9.81,1552921200,1.0,10.003,275,,4.22
17,5.78,,0.42,0.58,8.23,1552924800,,10.003,333,,4.09
18,5.61,0.08,-2.0,0.51,7.64,1552928400,0.0,10.003,294,,3.1
19,5.11,0.52,-1.01,0.56,7.22,1552932000,0.0,10.003,310,,3.1
20,5.4,0.19,-0.59,0.65,5.4,1552935600,0.0,10.003,210,,0.87
21,3.82,0.33,-0.59,0.73,3.82,1552939200,0.0,10.003,240,,0.62
22,1.8,0.0,-1.01,0.82,1.8,1552942800,0.0,10.003,221,,0.62
23,0.3,0.08,-1.01,0.82,1.8,1552946400,0.0,10.003,305,,1.5
