,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,18.71,0,15.25,0.8,clear-night,303.0,0,0,1021.1,Klar,18.69,1596837600,0,16.093,124,2.06,1.51
1,17.97,0,14.9,0.82,clear-night,302.3,0,0,1021.2,Klar,17.97,1596841200,0,16.093,127,1.76,1.32
2,17.34,0,14.56,0.84,clear-night,301.5,0,0,1021.3,Klar,17.34,1596844800,0,16.093,130,1.56,1.16
3,17.39,0,13.65,0.79,clear-night,299.8,0,0,1021.2,Klar,17.39,1596848400,0,16.093,135,1.87,1.39
4,16.43,0,13.05,0.8,clear-night,298.5,0,0,1021.4,Klar,16.43,1596852000,0,16.093,135,1.69,1.17
5,16.34,0,12.75,0.79,clear-night,297.4,0,0,1021.6,Klar,16.34,1596855600,0,16.093,134,1.53,1.02
6,16.7,0,12.68,0.77,clear-night,296.7,0,0,1021.6,Klar,16.7,1596859200,0,16.093,132,1.33,0.93
7,17.6,0,12.83,0.74,clear-day,296.2,0,0,1021.7,Klar,17.6,1596862800,0,16.093,130,1.19,0.89
8,18.97,0,12.71,0.67,clear-day,295.6,0,0,1022.0,Klar,18.97,1596866400,1,16.093,127,0.94,0.83
9,20.97,0,13.21,0.61,clear-day,295.4,0,0,1022.0,Klar,20.97,1596870000,2,16.093,105,1.28,1.03
10,23.46,0,14.06,0.56,clear-day,295.3,0,0,1021.9,Klar,23.46,1596873600,4,16.093,89,2.01,1.36
11,25.4,0,14.51,0.51,clear-day,295.1,0,0,1021.7,Klar,25.4,1596877200,6,16.093,83,2.65,1.67
12,26.41,0,14.11,0.47,clear-day,294.7,0,0,1021.5,Klar,26.41,1596880800,7,16.093,81,3.02,1.98
13,27.05,0,13.39,0.43,clear-day,294.2,0,0,1021.2,Klar,27.04,1596884400,8,16.093,84,3.28,2.3
14,28.15,0,11.95,0.37,clear-day,297.7,0,0,1021.1,Klar,28.15,1596888000,8,16.093,87,2.69,1.75
15,28.76,0,11.51,0.34,clear-day,298.0,0,0,1020.9,Klar,28.76,1596891600,7,16.093,84,2.83,1.83
16,29.11,0,11.37,0.33,clear-day,298.1,0,0,1020.7,Klar,29.11,1596895200,5,16.093,80,3.0,1.88
17,27.71,0,11.69,0.37,clear-day,297.9,0,0,1020.3,Klar,27.71,1596898800,3,16.093,82,3.03,1.87
18,27.24,0,12.45,0.4,clear-day,297.4,0,0,1019.9,Klar,27.24,1596902400,2,16.093,92,2.78,1.7
19,26.68,0,13.24,0.43,clear-day,296.7,0,0,1019.7,Klar,26.68,1596906000,1,16.093,107,2.39,1.46
20,25.05,0,14.13,0.51,clear-day,296.1,0,0,1019.7,Klar,25.05,1596909600,0,16.093,121,2.06,1.3
21,23.46,0,14.27,0.56,clear-night,293.5,0,0,1019.8,Klar,23.46,1596913200,0,16.093,135,1.32,1.1
22,21.76,0,14.19,0.62,clear-night,293.3,0,0,1020.3,Klar,21.76,1596916800,0,16.093,140,1.34,1.18
23,20.35,0,13.93,0.67,clear-night,293.0,0,0,1020.4,Klar,20.35,1596920400,0,16.093,142,1.41,1.25
