,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-0.58,0.75,0.37,0.87,2.34,1548543600,0,10.003,205,,2.87
1,-0.71,0.53,-0.31,0.89,1.33,1548547200,0,10.003,198,,1.84
2,-1.28,0.53,-0.31,0.87,1.64,1548550800,0,10.003,205,,2.72
3,0.46,0.36,-0.31,0.83,2.34,1548554400,0,10.003,186,,1.84
4,-1.42,0.36,-0.31,0.87,1.64,1548558000,0,10.003,180,,2.87
5,-2.01,0.75,-0.31,0.91,0.95,1548561600,0,10.003,183,,2.62
6,-1.58,0.75,-0.31,0.87,1.64,1548565200,0,10.003,166,,3.07
7,-0.74,0.75,0.37,0.87,2.34,1548568800,0,10.003,197,,3.07
8,-0.82,0.75,0.37,0.83,3.02,1548572400,0,10.003,207,,4.41
9,-1.65,0.75,0.37,0.85,2.65,1548576000,0,10.003,195,,5.09
10,-1.01,0.75,1.38,0.89,3.02,1548579600,0,10.003,203,,4.76
11,0.04,0.75,1.38,0.85,3.71,1548583200,1,10.003,192,,4.41
12,1.17,0.75,1.38,0.79,4.71,1548586800,1,10.003,197,,4.6
13,1.71,0.53,1.68,0.77,5.33,1548590400,1,10.003,213,,5.09
14,1.7,0.53,1.38,0.76,5.33,1548594000,1,10.003,217,,5.1
15,1.96,0.75,0.99,0.72,5.64,1548597600,1,10.003,224,,5.41
16,2.65,0.65,0.99,0.7,6.03,1548601200,0,10.003,200,,4.94
17,2.12,0.65,0.99,0.74,5.33,1548604800,0,10.003,207,,4.26
18,-0.08,0.65,1.68,0.87,3.65,1548608400,0,10.003,204,,4.48
19,0.83,0.75,1.38,0.85,3.65,1548612000,0,10.003,204,,3.07
20,-1.14,0.75,1.38,0.89,2.96,1548615600,0,10.003,220,13.4,4.87
21,-1.53,0.75,1.68,0.93,2.65,1548619200,0,10.003,230,,4.87
22,-1.47,0.53,0.99,0.89,2.65,1548622800,0,10.003,241,,4.75
23,-4.75,0.75,-0.39,0.89,1.26,1548626400,0,10.003,264,,8.18
