,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,15.95,,11.38,0.74,15.95,1559426400,0.0,10.003,55.0,0.81
1,13.95,,10.99,0.82,13.95,1559430000,0.0,9.383,281.0,0.69
2,12.95,,11.69,0.92,12.95,1559433600,0.0,10.003,300.0,0.69
3,11.96,,10.3,0.9,11.96,1559437200,0.0,10.003,311.0,0.69
4,11.65,,10.99,0.96,11.65,1559440800,0.0,9.383,281.0,0.69
5,10.26,,9.31,0.94,10.26,1559444400,0.0,10.003,286.0,1.0
6,10.33,,9.69,0.96,10.33,1559448000,,10.003,270.0,0.34
7,13.71,,11.38,0.86,13.71,1559451600,,9.383,,0.0
8,16.02,,12.38,0.79,16.02,1559455200,,9.691,,0.0
9,17.71,,13.38,0.76,17.71,1559458800,,9.07,68.0,1.35
10,20.03,,13.38,0.66,20.03,1559462400,,9.383,103.0,1.35
11,22.71,,13.31,0.55,22.71,1559466000,,9.383,50.0,1.5
12,24.03,,13.0,0.5,24.03,1559469600,,9.691,50.0,2.6
13,26.03,,12.38,0.43,26.03,1559473200,,9.383,200.0,2.09
14,26.34,,12.76,0.43,26.34,1559476800,,9.383,144.0,3.1
15,26.34,,10.99,0.38,26.34,1559480400,,9.691,136.0,2.6
16,26.65,,9.62,0.34,26.65,1559484000,,10.003,160.0,2.95
17,26.65,,10.3,0.36,26.65,1559487600,,9.383,157.0,2.6
18,27.34,,9.99,0.34,27.34,1559491200,,10.003,122.0,1.76
19,26.65,,10.45,0.36,26.65,1559494800,,10.003,131.0,2.6
20,25.95,0.19,10.21,0.37,25.95,1559498400,0.0,10.003,128.0,1.91
21,24.57,0.19,10.76,0.42,24.57,1559502000,0.0,10.003,144.0,1.5
22,20.96,0.19,10.38,0.51,20.96,1559505600,0.0,10.003,99.0,1.19
23,18.89,0.19,10.38,0.58,18.89,1559509200,0.0,10.003,104.0,1.15
