,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,3.33,0.9,1.25,0.66,7.22,1546729200,0,10.003,311,11.59,7.11
1,2.11,0.9,1.82,0.71,6.63,1546732800,0,10.003,316,12.88,8.66
2,3.81,0.9,1.25,0.66,7.22,1546736400,0,10.003,316,11.59,5.75
3,2.85,0.9,1.25,0.68,6.63,1546740000,0,10.003,317,10.3,6.33
4,3.0,0.9,1.25,0.68,6.63,1546743600,0,10.003,295,8.21,5.91
5,2.85,0.9,1.25,0.68,6.63,1546747200,0,10.003,310,,6.33
6,2.85,0.9,1.25,0.7,6.22,1546750800,0,10.003,310,9.8,5.04
7,2.48,0.9,1.25,0.7,6.22,1546754400,0,10.003,306,10.3,5.91
8,2.66,0.9,1.25,0.7,6.22,1546758000,0,10.003,295,,5.47
9,3.16,0.9,1.25,0.7,6.22,1546761600,0,10.003,304,9.3,4.38
10,4.02,0.9,1.25,0.68,6.63,1546765200,0,10.003,286,,3.72
11,4.0,0.9,1.25,0.66,7.22,1546768800,0,10.003,310,14.4,5.26
12,4.2,0.9,1.25,0.66,7.22,1546772400,1,10.003,317,8.21,4.8
13,3.81,0.9,0.64,0.63,7.22,1546776000,1,10.003,326,9.8,5.75
14,4.29,0.9,1.25,0.66,7.22,1546779600,0,10.003,326,9.8,4.6
15,4.29,0.9,1.82,0.69,7.22,1546783200,0,10.003,326,8.8,4.6
16,4.35,0.9,1.82,0.71,6.63,1546786800,0,10.003,303,,3.19
17,3.79,0.9,1.25,0.7,6.22,1546790400,0,10.003,305,,3.27
18,3.42,0.9,1.25,0.7,6.22,1546794000,0,10.003,297,,3.9
19,3.72,0.9,1.25,0.7,6.22,1546797600,0,10.003,299,,3.39
20,3.77,0.9,1.25,0.7,6.22,1546801200,0,10.003,290,,3.3
21,3.82,0.9,0.64,0.67,6.22,1546804800,0,10.003,281,,3.22
22,3.25,0.66,0.23,0.65,6.22,1546808400,0,10.003,300,,4.22
23,2.8,0.9,0.83,0.71,5.64,1546812000,0,10.003,300,,3.72
