,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,17.64,0.9,13.0,0.74,17.64,1568671200,0.0,10.003,336,,2.93
1,17.22,0.9,13.0,0.76,17.22,1568674800,0.0,10.003,311,,1.9
2,16.64,0.9,12.0,0.74,16.64,1568678400,0.0,10.003,329,,3.22
3,16.22,0.9,12.0,0.76,16.22,1568682000,0.0,10.003,304,,3.22
4,15.64,0.9,10.41,0.71,15.64,1568685600,0.0,10.003,329,,3.92
5,15.64,0.9,10.41,0.71,15.64,1568689200,0.0,10.003,356,,2.51
6,15.22,1.0,9.41,0.68,15.22,1568692800,0.0,10.003,334,,2.73
7,14.64,0.75,8.83,0.68,14.64,1568696400,0.0,10.003,317,,2.78
8,14.64,0.75,8.59,0.67,14.64,1568700000,0.0,10.003,342,,1.96
9,15.81,0.62,8.59,0.62,15.81,1568703600,1.0,10.003,300,,2.51
10,16.22,0.9,9.0,0.62,16.22,1568707200,1.0,10.003,330,,1.75
11,17.22,0.62,8.42,0.56,17.22,1568710800,2.0,10.003,316,,3.69
12,17.81,0.29,7.82,0.52,17.81,1568714400,4.0,10.003,326,,5.45
13,18.22,0.08,7.41,0.49,18.22,1568718000,4.0,10.003,317,7.7,4.31
14,18.81,0.08,6.41,0.44,18.81,1568721600,4.0,10.003,317,8.8,4.83
15,19.81,0.08,6.99,0.43,19.81,1568725200,4.0,10.003,293,,4.6
16,19.81,0.44,6.99,0.43,19.81,1568728800,2.0,10.003,294,8.21,5.7
17,19.23,0.0,6.0,0.42,19.23,1568732400,1.0,10.003,300,,5.18
18,18.12,,6.0,0.45,18.12,1568736000,,10.003,330,,6.21
19,18.12,,6.0,0.45,18.12,1568739600,,10.003,320,,4.6
20,16.64,0.44,6.0,0.49,16.64,1568743200,0.0,10.003,281,,3.39
21,15.64,0.0,6.41,0.54,15.64,1568746800,0.0,10.003,283,,2.93
22,14.64,0.08,6.41,0.58,14.64,1568750400,0.0,10.003,300,,4.11
23,14.22,0.33,6.41,0.59,14.22,1568754000,0.0,10.003,342,,3.3
