,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,10.63,0.75,0.01,0.48,10.63,1557957600,0,10.003,56,2.37
1,10.22,1.0,0.99,0.53,10.22,1557961200,0,10.003,50,0.62
2,8.53,0.75,0.99,0.55,9.64,1557964800,0,10.003,359,2.3
3,8.49,0.75,1.41,0.57,9.64,1557968400,0,10.003,12,2.37
4,7.64,0.44,1.41,0.59,9.05,1557972000,0,10.003,16,2.58
5,6.93,0.75,1.41,0.6,8.64,1557975600,0,10.003,6,2.93
6,7.16,0.0,1.41,0.6,8.64,1557979200,0,10.003,3,2.58
7,7.85,0.0,2.0,0.61,9.23,1557982800,0,10.003,6,2.58
8,10.22,0.0,2.0,0.57,10.22,1557986400,1,10.003,8,3.13
9,10.81,0.19,-0.19,0.47,10.81,1557990000,2,10.003,32,3.63
10,11.22,0.0,-0.19,0.45,11.22,1557993600,4,10.003,20,3.43
11,12.22,0.19,0.99,0.46,12.22,1557997200,5,10.003,5,3.33
12,13.81,0.19,2.41,0.46,13.81,1558000800,7,10.003,58,3.65
13,14.22,0.33,4.42,0.52,14.22,1558004400,7,10.003,30,2.36
14,15.4,0.08,4.59,0.49,15.4,1558008000,8,10.003,41,2.11
15,15.64,0.57,5.41,0.51,15.64,1558011600,5,10.003,15,3.01
16,15.22,0.9,6.0,0.54,15.22,1558015200,4,10.003,46,4.68
17,13.81,0.9,6.0,0.59,13.81,1558018800,3,10.003,56,7.03
18,12.22,0.75,6.0,0.66,12.22,1558022400,2,10.003,57,7.32
19,11.22,0.75,5.0,0.66,11.22,1558026000,1,10.003,51,7.11
20,10.22,0.9,5.59,0.73,10.22,1558029600,0,10.003,56,5.96
21,10.22,0.9,5.41,0.72,10.22,1558033200,0,10.003,39,4.47
22,7.05,1.0,5.41,0.77,9.23,1558036800,0,10.003,45,4.01
23,7.29,0.75,6.41,0.83,9.23,1558040400,0,10.003,40,3.52
