,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-3.29,1.0,-3.63,0.85,cloudy,322.0,0.0908,0.0908,0.05,snow,1011.1,Stark bewölkt,-1.4,1609628400,0,9.746,17,2.76,1.46
1,-1.55,1.0,-3.72,0.85,cloudy,323.6,0.1504,0.148,0.07,snow,1010.8,Stark bewölkt,-1.55,1609632000,0,7.912,13,2.09,1.26
2,-1.49,1.0,-3.67,0.85,cloudy,324.1,0.2477,0.2451,0.09,snow,1010.8,Stark bewölkt,-1.49,1609635600,0,5.485,4,1.96,1.06
3,-1.63,1.0,-3.76,0.85,cloudy,323.5,0.4477,0.4379,0.12,snow,1010.6,Stark bewölkt,-1.63,1609639200,0,3.309,347,1.75,1.07
4,-1.71,1.0,-3.76,0.86,fog,322.7,0.62,0.6026,0.15,snow,1010.3,Nebel,-1.71,1609642800,0,1.21,335,1.53,0.95
5,-1.9,1.0,-3.88,0.86,fog,321.5,0.635,0.605,0.16,snow,1010.2,Nebel,-1.9,1609646400,0,0.39,324,1.34,0.91
6,-2.0,1.0,-3.99,0.86,fog,320.0,0.487,0.4586,0.14,snow,1010.3,Nebel,-2.0,1609650000,0,0.152,314,1.22,0.92
7,-2.01,0.99,-3.99,0.86,fog,318.9,0.3177,0.2991,0.11,snow,1010.4,Nebel,-2.01,1609653600,0,0.942,307,1.2,0.94
8,-1.91,0.96,-4.0,0.86,fog,318.7,0.1713,0.1624,0.07,snow,1010.8,Nebel,-1.91,1609657200,0,3.196,305,1.36,1.0
9,-1.8,0.93,-4.05,0.85,cloudy,319.0,0.0942,0.0898,0.05,snow,1010.9,Stark bewölkt,-1.8,1609660800,0,6.386,306,1.63,1.06
10,-1.52,0.99,-4.23,0.82,fog,315.6,0.0528,0.0513,0.04,snow,1011.4,Nebel,-1.52,1609664400,0,0.926,306,1.92,1.18
11,-1.2,0.99,-4.39,0.79,cloudy,314.9,0.0355,0.0353,0.04,snow,1011.4,Stark bewölkt,-1.2,1609668000,1,4.46,301,1.87,1.21
12,-0.54,0.99,-4.18,0.76,cloudy,314.1,0.0262,0.0278,0.06,snow,1011.3,Stark bewölkt,-0.54,1609671600,1,9.352,294,1.69,1.22
13,-0.11,0.99,-4.06,0.75,cloudy,313.3,0.0197,0.022,0.12,snow,1011.1,Stark bewölkt,-0.11,1609675200,1,13.279,290,1.53,1.2
14,-1.35,0.99,-3.82,0.75,cloudy,312.5,0.013,0.0152,0.14,snow,1011.4,Stark bewölkt,0.14,1609678800,0,15.507,273,1.44,1.36
15,-0.02,0.99,-3.81,0.76,cloudy,308.0,0.0092,0.0107,0.14,snow,1011.5,Stark bewölkt,-0.02,1609682400,0,16.093,298,1.69,1.24
16,-0.39,0.99,-3.74,0.78,cloudy,307.4,0.0098,0.0108,0.08,snow,1011.8,Stark bewölkt,-0.39,1609686000,0,16.093,284,1.56,1.05
17,-0.99,0.99,-3.84,0.81,cloudy,305.9,0.0102,0.0105,0.06,snow,1012.1,Stark bewölkt,-0.99,1609689600,0,16.093,338,1.35,0.89
18,-1.38,1.0,-3.9,0.83,cloudy,304.1,0.0066,0.0065,0.05,snow,1012.5,Stark bewölkt,-1.38,1609693200,0,16.093,171,1.1,0.72
19,-1.18,1.0,-3.64,0.83,cloudy,302.6,,0.0,0.0,,1013.1,Stark bewölkt,-1.18,1609696800,0,16.093,236,0.94,0.63
20,-1.19,1.0,-3.68,0.83,cloudy,301.8,,0.0,0.0,,1013.3,Stark bewölkt,-1.19,1609700400,0,16.093,262,0.96,0.67
21,-1.24,0.99,-3.79,0.83,cloudy,303.4,,0.0,0.0,,1013.9,Stark bewölkt,-1.24,1609704000,0,16.093,179,1.06,0.76
22,-1.41,1.0,-4.16,0.82,cloudy,303.2,,0.0,0.0,,1014.1,Stark bewölkt,-1.41,1609707600,0,16.093,192,1.22,0.87
23,-1.64,1.0,-4.48,0.81,cloudy,303.2,,0.0,0.0,,1014.0,Stark bewölkt,-1.64,1609711200,0,16.093,185,1.18,0.93
